,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,geometry,osm_editor_link
14236,318362,BR-0070,small_airport,Presidente Figueiredo Airport,-1.989875,-60.148936,,SA,BR,BR-AM,Presidente Figueiredo,no,,,,,,,POINT (-60.148936000000006 -1.9898750000000003),https://www.openstreetmap.org/edit?editor=id#map=18/-1.989875/-60.148936
14237,318363,BR-0071,small_airport,Itapiranga Airport,-2.736772,-58.026525,,SA,BR,BR-AM,Itapiranga,no,,,,,,,POINT (-58.02652500000001 -2.7367719999999993),https://www.openstreetmap.org/edit?editor=id#map=18/-2.736772/-58.026525
14238,318364,BR-0072,small_airport,Faro Airport,-2.131061,-56.732522,,SA,BR,BR-PA,Faro,no,,,,,,,POINT (-56.732522 -2.1310609999999994),https://www.openstreetmap.org/edit?editor=id#map=18/-2.131061/-56.732522
14239,318365,BR-0073,small_airport,Curuai Airport,-2.289123,-55.477823,,SA,BR,BR-PA,Curuai,no,,,,,,,POINT (-55.477822999999994 -2.289123),https://www.openstreetmap.org/edit?editor=id#map=18/-2.289123/-55.477823
14240,318366,BR-0074,small_airport,Alta Floresta D'Oeste Airport,-11.919358,-61.97612,,SA,BR,BR-RO,Alta Floresta D'Oeste,no,,,,,,,POINT (-61.97612 -11.919357999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-11.919358/-61.976120
14241,318367,BR-0075,small_airport,Rolim de Moura Airport,-11.655585,-61.775907,709.0,SA,BR,BR-RO,Rolim de Moura,no,SWBS,,RO0028,,,,POINT (-61.775907 -11.655585),https://www.openstreetmap.org/edit?editor=id#map=18/-11.655585/-61.775907
14242,318368,BR-0076,small_airport,São Miguel do Guaporé Airport,-11.703,-62.679631,,SA,BR,BR-RO,São Miguel do Guaporé,no,,,,,,,POINT (-62.679631 -11.703),https://www.openstreetmap.org/edit?editor=id#map=18/-11.703000/-62.679631
14243,318369,BR-0077,small_airport,Rondolândia Airport,-10.861378,-61.495263,,SA,BR,BR-MT,Rondolândia,no,,,,,,,POINT (-61.495263 -10.861378),https://www.openstreetmap.org/edit?editor=id#map=18/-10.861378/-61.495263
14244,318370,BR-0078,small_airport,Jaru Airport,-10.359504,-62.46073,,SA,BR,BR-RO,Jaru,no,,,,,,,POINT (-62.46072999999999 -10.359503999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-10.359504/-62.460730
14245,318371,BR-0079,small_airport,Extrema Airport,-9.771308,-66.331287,,SA,BR,BR-RO,Extrema,no,,,,,,,POINT (-66.331287 -9.771307999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-9.771308/-66.331287
14246,318372,BR-0080,small_airport,Colorado do Oeste Airport,-13.113405,-60.524276,,SA,BR,BR-RO,Colorado do Oeste,no,,,,,,,POINT (-60.524276 -13.113404999999997),https://www.openstreetmap.org/edit?editor=id#map=18/-13.113405/-60.524276
14247,318373,BR-0081,small_airport,Cerejeiras Airport,-13.183366,-60.839676,,SA,BR,BR-RO,Cerejeiras,no,,,,,,,POINT (-60.839676 -13.183365999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-13.183366/-60.839676
14248,318374,BR-0082,small_airport,Pimenteiras do Oeste Airport,-13.475905,-61.035152,,SA,BR,BR-RO,Pimenteiras do Oeste,no,,,,,,,POINT (-61.035152 -13.475905),https://www.openstreetmap.org/edit?editor=id#map=18/-13.475905/-61.035152
14249,318375,BR-0083,small_airport,Associação Aerodesportivo de Espigão d'Oeste Airport,-11.547936,-61.022681,840.0,SA,BR,BR-RO,Espigão d'Oeste,no,SJE6,,RO0088,,,,POINT (-61.022680999999984 -11.547936),https://www.openstreetmap.org/edit?editor=id#map=18/-11.547936/-61.022681
14250,318376,BR-0084,small_airport,Pixaim Airport,-16.741401,-56.836628,,SA,BR,BR-MT,Pixaim,no,,,,,,,POINT (-56.836628 -16.741401000000003),https://www.openstreetmap.org/edit?editor=id#map=18/-16.741401/-56.836628
14252,318433,BR-0086,small_airport,Aeroclube de Buritis Airport,-10.206737,-63.854913,,SA,BR,BR-RO,Buritis,no,SJ3R,,RO0056,,,,POINT (-63.85491300000001 -10.206737),https://www.openstreetmap.org/edit?editor=id#map=18/-10.206737/-63.854913
14253,318434,BR-0087,small_airport,Guaraí Airport,-8.871896,-48.501531,,SA,BR,BR-TO,Guaraí,no,,,,,,,POINT (-48.50153099999999 -8.871896000000001),https://www.openstreetmap.org/edit?editor=id#map=18/-8.871896/-48.501531
14254,318435,BR-0088,small_airport,Presidente Kennedy Airport,-8.544268,-48.508229,,SA,BR,BR-TO,Presidente Kennedy,no,,,,,,,POINT (-48.508229 -8.544267999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-8.544268/-48.508229
14255,318436,BR-0089,small_airport,Brasilândia do Tocantins Airport,-8.38962,-48.490579,,SA,BR,BR-TO,Brasilândia do Tocantins,no,,,,,,,POINT (-48.490579 -8.38962),https://www.openstreetmap.org/edit?editor=id#map=18/-8.389620/-48.490579
14256,318437,BR-0090,small_airport,Colinas do Tocantins Airport,-8.143634,-48.478337,,SA,BR,BR-TO,Colinas do Tocantins,no,,,,,,,POINT (-48.478337 -8.143633999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-8.143634/-48.478337
14257,318438,BR-0091,small_airport,Nova Olinda Airport,-7.623877,-48.411781,,SA,BR,BR-TO,Nova Olinda,no,,,,,,,POINT (-48.41178099999999 -7.623877000000003),https://www.openstreetmap.org/edit?editor=id#map=18/-7.623877/-48.411781
14261,318443,BR-0095,small_airport,Fazenda Curitiba Airport,-13.7029,-45.6121,2682.0,SA,BR,BR-BA,Correntina,no,,,,,,SDAQ,POINT (-45.61209999999999 -13.702900000000001),https://www.openstreetmap.org/edit?editor=id#map=18/-13.702900/-45.612100
14262,318447,BR-0096,small_airport,Fazenda Agrovera Airport,-11.872098,-56.277013,1178.0,SA,BR,BR-MT,Porto dos Gaúchos,no,SDAR,,MT0030,,,,POINT (-56.277013 -11.872098),https://www.openstreetmap.org/edit?editor=id#map=18/-11.872098/-56.277013
14263,318449,BR-0097,small_airport,Fazenda Santa Lucia Airport,-8.922531,-50.348346,712.0,SA,BR,BR-PA,Santa Maria das Barreiras,no,SDAY,,PA0032,,,,POINT (-50.348346 -8.922531000000001),https://www.openstreetmap.org/edit?editor=id#map=18/-8.922531/-50.348346
14264,318454,BR-0098,small_airport,Brasnorte Airport,-12.099274,-58.001527,1060.0,SA,BR,BR-MT,Brasnorte,no,SDNB,,MT0044,,,,POINT (-58.001527 -12.099273999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-12.099274/-58.001527
14265,318455,BR-0099,small_airport,Brianorte Airport,-12.279135,-57.342796,,SA,BR,BR-MT,Brianorte,no,,,,,,,POINT (-57.34279599999999 -12.279134999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-12.279135/-57.342796
14266,318456,BR-0100,small_airport,Montes Altos Airport,-5.838959,-47.058035,,SA,BR,BR-MA,Montes Altos,no,,,,,,,POINT (-47.058035 -5.838959000000001),https://www.openstreetmap.org/edit?editor=id#map=18/-5.838959/-47.058035
14267,318457,BR-0101,small_airport,Amarante do Maranhão Airstrip,-5.5829,-46.741288,,SA,BR,BR-MA,Amarante do Maranhão,no,,,,,,,POINT (-46.741288 -5.582899999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-5.582900/-46.741288
14268,318458,BR-0102,small_airport,Vitorino Freire Airport,-4.251292,-45.233199,,SA,BR,BR-MA,Vitorino Freire,no,,,,,,,POINT (-45.23319899999999 -4.251291999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-4.251292/-45.233199
14269,318459,BR-0103,small_airport,Zé Doca Airport,-3.263659,-45.66214,,SA,BR,BR-MA,Zé Doca,no,,,,,,,POINT (-45.66214000000001 -3.263658999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-3.263659/-45.662140
14270,318460,BR-0104,small_airport,Vargem Grande Airstrip,-3.53481,-43.9239,,SA,BR,BR-MA,Vargem Grande,no,,,,,,,POINT (-43.923899999999996 -3.534809999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-3.534810/-43.923900
14272,318462,BR-0106,small_airport,Esperantina Airport,-3.896953,-42.260735,,SA,BR,BR-PI,Esperantina,no,,,,,,,POINT (-42.26073499999999 -3.896953),https://www.openstreetmap.org/edit?editor=id#map=18/-3.896953/-42.260735
14273,318463,BR-0107,small_airport,Santa Quitéria do Maranhão Airport,-3.498477,-42.615958,,SA,BR,BR-MA,Santa Quitéria do Maranhão,no,,,,,,,POINT (-42.615958 -3.498477),https://www.openstreetmap.org/edit?editor=id#map=18/-3.498477/-42.615958
14274,318464,BR-0108,small_airport,Piripiri Airport,-4.335206,-41.768978,561.0,SA,BR,BR-PI,Piripiri,no,SWAY,,PI0068,,,,POINT (-41.768978 -4.3352059999999994),https://www.openstreetmap.org/edit?editor=id#map=18/-4.335206/-41.768978
14278,318549,BR-0112,small_airport,Colniza Airport,-9.446215,-59.199477,525.0,SA,BR,BR-MT,Colniza,no,SIXZ,,MT0152,,,,POINT (-59.199477 -9.446215),https://www.openstreetmap.org/edit?editor=id#map=18/-9.446215/-59.199477
14279,318550,BR-0113,small_airport,Machadinho d'Oeste Airport,-9.40307,-62.006018,427.0,SA,BR,BR-RO,Machadinho d'Oeste,no,SI7E,,RO0061,,,,POINT (-62.00601799999999 -9.403069999999996),https://www.openstreetmap.org/edit?editor=id#map=18/-9.403070/-62.006018
14281,319168,BR-0115,small_airport,Lagoa Nova Airport,-6.038857,-36.454737,,SA,BR,BR-RN,Lagoa Nova,no,,,,,,,POINT (-36.454736999999994 -6.038857),https://www.openstreetmap.org/edit?editor=id#map=18/-6.038857/-36.454737
14282,319169,BR-0116,small_airport,Santa Cruz Airport,-6.276513,-36.034278,,SA,BR,BR-RN,Santa Cruz,no,,,,,,,POINT (-36.034278 -6.2765130000000005),https://www.openstreetmap.org/edit?editor=id#map=18/-6.276513/-36.034278
14283,319709,BR-0117,small_airport,Fazenda São Paulo dos Palmares Airport,-23.270862,-49.546126,2814.0,SA,BR,BR-SP,Timburi,no,SDEB,,SP0091,,,,POINT (-49.546125999999994 -23.270861999999997),https://www.openstreetmap.org/edit?editor=id#map=18/-23.270862/-49.546126
14284,321007,BR-0118,small_airport,Vila Operária Airport,-15.82961,-54.933281,,SA,BR,BR-MT,Dom Aquino,no,,,,,,,POINT (-54.933280999999994 -15.829609999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-15.829610/-54.933281
14285,321008,BR-0119,small_airport,Ponte Branca Airport,-16.754234,-52.84266,,SA,BR,BR-MT,Ponte Branca,no,,,,,,,POINT (-52.842659999999995 -16.754234),https://www.openstreetmap.org/edit?editor=id#map=18/-16.754234/-52.842660
14286,321009,BR-0120,small_airport,Ribeirãozinho Airport,-16.492659,-52.700786,,SA,BR,BR-MT,Ribeirãozinho,no,,,,,,,POINT (-52.700785999999994 -16.492659),https://www.openstreetmap.org/edit?editor=id#map=18/-16.492659/-52.700786
14288,37691,BR-0122,small_airport,Old Vacaria Airport,-28.509722,-50.918331,3215.0,SA,BR,BR-RS,Vacaria,no,,,,,,SSVC,POINT (-50.918331 -28.509722),https://www.openstreetmap.org/edit?editor=id#map=18/-28.509722/-50.918331
14290,321019,BR-0124,small_airport,Boa Vista Airport,-18.757635,-46.97078,3845.0,SA,BR,BR-MG,Patrocínio,no,SDBJ,,MG0079,,,,POINT (-46.97077999999999 -18.757634999999993),https://www.openstreetmap.org/edit?editor=id#map=18/-18.757635/-46.970780
14291,321021,BR-0125,small_airport,Francisco Lazaro da Silveira Airport,-18.480246,-47.223786,3209.0,SA,BR,BR-MG,Coromandel,no,SIWH,,MG0115,,,,POINT (-47.22378599999999 -18.480245999999994),https://www.openstreetmap.org/edit?editor=id#map=18/-18.480246/-47.223786
14293,321444,BR-0127,small_airport,Ivolândia Airport,-16.602639,-50.828542,,SA,BR,BR-GO,Ivolândia,no,,,,,,,POINT (-50.828542 -16.602638999999993),https://www.openstreetmap.org/edit?editor=id#map=18/-16.602639/-50.828542
14297,321777,BR-0131,small_airport,Fazenda Brauna Airport,-12.549442,-46.886701,1309.0,SA,BR,BR-TO,Arraias,no,SDBZ,,TO0011,,,,POINT (-46.886701 -12.549441999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-12.549442/-46.886701
14298,322476,BR-0132,small_airport,Tunui Airport,1.387973,-68.158747,340.0,SA,BR,BR-AM,Tunui,no,,,,,,,POINT (-68.158747 1.387973),https://www.openstreetmap.org/edit?editor=id#map=18/1.387973/-68.158747
14300,322528,BR-0134,small_airport,Sanclerlândia Airport,-16.208928,-50.336632,,SA,BR,BR-GO,Sanclerlândia,no,,,,,,,POINT (-50.336632 -16.208928),https://www.openstreetmap.org/edit?editor=id#map=18/-16.208928/-50.336632
14302,322530,BR-0136,small_airport,Itapuranga Airport,-15.545172,-49.944283,,SA,BR,BR-GO,Itapuranga,no,,,,,,,POINT (-49.94428299999999 -15.545171999999996),https://www.openstreetmap.org/edit?editor=id#map=18/-15.545172/-49.944283
14303,322531,BR-0137,small_airport,Uruana Airport,-15.520599,-49.690334,,SA,BR,BR-GO,Uruana,no,,,,,,,POINT (-49.69033399999999 -15.520599),https://www.openstreetmap.org/edit?editor=id#map=18/-15.520599/-49.690334
14304,322532,BR-0138,small_airport,Morro Agudo de Goiás Airport,-15.332789,-50.046968,,SA,BR,BR-GO,Morro Agudo de Goiás,no,,,,,,,POINT (-50.04696799999999 -15.332789000000002),https://www.openstreetmap.org/edit?editor=id#map=18/-15.332789/-50.046968
14307,322538,BR-0141,small_airport,Amaralina Airport,-13.941568,-49.277504,,SA,BR,BR-GO,Amaralina,no,,,,,,,POINT (-49.27750400000001 -13.941567999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-13.941568/-49.277504
14308,322539,BR-0142,small_airport,Mutunópolis Airport,-13.745957,-49.284566,,SA,BR,BR-GO,Mutunópolis,no,,,,,,,POINT (-49.284566000000005 -13.745956999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-13.745957/-49.284566
14310,322541,BR-0144,small_airport,Talismã Airport,-12.804638,-49.091759,,SA,BR,BR-TO,Talismã,no,,,,,,,POINT (-49.091758999999996 -12.804638000000002),https://www.openstreetmap.org/edit?editor=id#map=18/-12.804638/-49.091759
14311,322543,BR-0145,small_airport,Araguaçu Airport,-12.948367,-49.821905,,SA,BR,BR-TO,Araguaçu,no,,,,,,,POINT (-49.821904999999994 -12.948366999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-12.948367/-49.821905
14312,322544,BR-0146,small_airport,Figueirópolis Airport,-12.149681,-49.184142,,SA,BR,BR-TO,Figueirópolis,no,,,,,,,POINT (-49.184142 -12.149681),https://www.openstreetmap.org/edit?editor=id#map=18/-12.149681/-49.184142
14313,322545,BR-0147,small_airport,Alvorada Airport,-12.499175,-49.108361,,SA,BR,BR-TO,Alvorada,no,,,,,,,POINT (-49.108361 -12.499174999999997),https://www.openstreetmap.org/edit?editor=id#map=18/-12.499175/-49.108361
14314,322546,BR-0148,small_airport,São Domingos Airport,-12.493611,-49.149912,,SA,BR,BR-TO,Alvorada,no,,,,,,,POINT (-49.149912 -12.493610999999996),https://www.openstreetmap.org/edit?editor=id#map=18/-12.493611/-49.149912
14315,322547,BR-0149,small_airport,Formoso do Araguaia Airport,-11.81529,-49.570035,,SA,BR,BR-TO,Formoso do Araguaia,no,,,,,,,POINT (-49.570035 -11.815290000000001),https://www.openstreetmap.org/edit?editor=id#map=18/-11.815290/-49.570035
14316,322548,BR-0150,small_airport,Formoso do Araguaia North Airport,-11.782479,-49.571696,,SA,BR,BR-TO,Formoso do Araguaia,no,,,,,,,POINT (-49.571695999999996 -11.782479),https://www.openstreetmap.org/edit?editor=id#map=18/-11.782479/-49.571696
14317,322549,BR-0151,small_airport,Aliança do Tocantins Airport,-11.295845,-48.926706,,SA,BR,BR-TO,Aliança do Tocantins,no,,,,,,,POINT (-48.92670600000001 -11.295845),https://www.openstreetmap.org/edit?editor=id#map=18/-11.295845/-48.926706
14318,322550,BR-0152,small_airport,Fátima Airport,-10.755197,-48.915027,,SA,BR,BR-TO,Fátima,no,,,,,,,POINT (-48.915026999999995 -10.755197),https://www.openstreetmap.org/edit?editor=id#map=18/-10.755197/-48.915027
14320,322572,BR-0154,small_airport,Fazenda Rio Crixás Airport,-13.738055,-50.014167,912.0,SA,BR,BR-GO,Fazenda Rio Crixás,no,SDFI,,GO0038,,,,POINT (-50.01416699999999 -13.738054999999996),https://www.openstreetmap.org/edit?editor=id#map=18/-13.738055/-50.014167
14322,322592,BR-0156,small_airport,Marreca Airport,-10.183659,-52.098914,,SA,BR,BR-MT,Marreca,no,,,,,,,POINT (-52.09891399999999 -10.183658999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-10.183659/-52.098914
14323,322594,BR-0157,small_airport,Paranorte Airport,-10.387302,-57.717399,,SA,BR,BR-MT,Paranorte,no,,,,,,,POINT (-57.71739899999999 -10.387302),https://www.openstreetmap.org/edit?editor=id#map=18/-10.387302/-57.717399
14324,322596,BR-0158,small_airport,Fontanillas Airport,-11.324983,-58.351633,,SA,BR,BR-MT,Fotanillas,no,,,,,,,POINT (-58.351633 -11.324982999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-11.324983/-58.351633
14325,322599,BR-0159,small_airport,Teles Pires Lodge Airport,-8.863569,-57.420427,489.0,SA,BR,BR-MT,Apiacás,no,SWRP,,SWRP,,,Pousada Santa Rosa,POINT (-57.42042699999999 -8.863569),https://www.openstreetmap.org/edit?editor=id#map=18/-8.863569/-57.420427
14326,322601,BR-0160,small_airport,Genil Motta Airport,-17.181368,-54.151611,1854.0,SA,BR,BR-MT,Itiquira,no,SI3B,,MT0549,,,,POINT (-54.151611 -17.181368),https://www.openstreetmap.org/edit?editor=id#map=18/-17.181368/-54.151611
14327,322604,BR-0161,small_airport,Rio Verde de Mato Grosso Airport,-18.908559,-54.83163,,SA,BR,BR-MS,Rio Verde de Mato Grosso,no,,,,,,,POINT (-54.83163 -18.908558999999997),https://www.openstreetmap.org/edit?editor=id#map=18/-18.908559/-54.831630
14329,322608,BR-0163,small_airport,Chapada Gaúcha Airport,-15.30438,-45.631698,,SA,BR,BR-MG,Chapada Gaúcha,no,,,,,,,POINT (-45.631698 -15.304379999999997),https://www.openstreetmap.org/edit?editor=id#map=18/-15.304380/-45.631698
14330,322609,BR-0164,small_airport,Serra das Araras Airfield,-15.563234,-45.414942,,SA,BR,BR-MG,Serra das Araras,no,,,,,,,POINT (-45.414941999999996 -15.563234000000003),https://www.openstreetmap.org/edit?editor=id#map=18/-15.563234/-45.414942
14331,322610,BR-0165,small_airport,Pandeiros Airfield,-15.462997,-44.847414,,SA,BR,BR-MG,Pandeiros,no,,,,,,,POINT (-44.847414 -15.462997000000001),https://www.openstreetmap.org/edit?editor=id#map=18/-15.462997/-44.847414
14334,322613,BR-0168,small_airport,Ermidinha Airport,-16.433654,-44.056839,,SA,BR,BR-MG,Ermidinha,no,,,,,,,POINT (-44.056839 -16.433654),https://www.openstreetmap.org/edit?editor=id#map=18/-16.433654/-44.056839
14335,322614,BR-0169,small_airport,Capitão Enéas Airfield,-16.31566,-43.710081,,SA,BR,BR-MG,Capitão Enéas,no,,,,,,,POINT (-43.710081 -16.315659999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-16.315660/-43.710081
14336,322615,BR-0170,small_airport,Coração de Jesus Airport,-16.659434,-44.355019,,SA,BR,BR-MG,Coração de Jesus,no,,,,,,,POINT (-44.35501899999999 -16.659434),https://www.openstreetmap.org/edit?editor=id#map=18/-16.659434/-44.355019
14337,322616,BR-0171,small_airport,Fazenda Agropecuária Nossa Senhora Aparecida Airstrip,-17.124599,-45.604362,1732.0,SA,BR,BR-MG,Paredão de Minas,no,SWSH,,MG0203,,,,POINT (-45.604362 -17.124598999999996),https://www.openstreetmap.org/edit?editor=id#map=18/-17.124599/-45.604362
14338,322617,BR-0172,small_airport,Fazenda Gleba da Barra Airport,-17.014176,-46.073434,1700.0,SA,BR,BR-MG,Brasilândia de Minas,no,SDCK,,MG0080,,,,POINT (-46.073434 -17.014176),https://www.openstreetmap.org/edit?editor=id#map=18/-17.014176/-46.073434
14339,322618,BR-0173,small_airport,Canabrava Airstrip,-17.085435,-45.881673,,SA,BR,BR-MG,Canabrava,no,,,,http://sistemas.meioambiente.mg.gov.br/licenciamento/uploads/p2e4YpmmvrZCGUC3L12LByX9Y1aZ-UJZ.pdf,,,POINT (-45.881673 -17.085435),https://www.openstreetmap.org/edit?editor=id#map=18/-17.085435/-45.881673
14341,322628,BR-0175,small_airport,Fazenda Boa Sorte Airport,-11.304256,-48.679433,955.0,SA,BR,BR-TO,Aliança do Tocantins,no,SDCE,,TO0012,,,,POINT (-48.679433 -11.304256),https://www.openstreetmap.org/edit?editor=id#map=18/-11.304256/-48.679433
14342,322629,BR-0176,small_airport,Fazenda Rosa dos Ventos Airport,-18.311111,-49.838194,1814.0,SA,BR,BR-GO,Itumbiara,no,SDCH,,GO0037,,,,POINT (-49.838194 -18.311111),https://www.openstreetmap.org/edit?editor=id#map=18/-18.311111/-49.838194
14343,322697,BR-0177,small_airport,Fazenda Nictheroy Airport,-10.2675,-67.698,699.0,SA,BR,BR-AC,Rio Branco,no,SWNC,,AC0012,,,,POINT (-67.698 -10.267499999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-10.267500/-67.698000
14345,322749,BR-0179,small_airport,Caxias Airport,-4.83672,-43.335108,,SA,BR,BR-MA,Caxias,no,,,,,,,POINT (-43.335108 -4.83672),https://www.openstreetmap.org/edit?editor=id#map=18/-4.836720/-43.335108
14347,322755,BR-0181,small_airport,Fazenda Santarém Airport,-20.040262,-54.151159,1900.0,SA,BR,BR-MS,Bandeirantes,no,SNWL,,MS0235,,,,POINT (-54.15115899999999 -20.040261999999995),https://www.openstreetmap.org/edit?editor=id#map=18/-20.040262/-54.151159
14348,322756,BR-0182,small_airport,Fazenda Roseira Airport,-7.23111,-45.881944,1156.0,SA,BR,BR-MA,São Raimundo das Mangabeiras,no,SWWR,,SWWR,,,,POINT (-45.881944 -7.23111),https://www.openstreetmap.org/edit?editor=id#map=18/-7.231110/-45.881944
14349,322965,BR-0183,small_airport,Aero Agricola Rio Claro Airport,-13.434683,-56.730358,1165.0,SA,BR,BR-MT,São José do Rio Claro,no,SJRT,,MT0215,,,,POINT (-56.730357999999995 -13.434683),https://www.openstreetmap.org/edit?editor=id#map=18/-13.434683/-56.730358
14350,322974,BR-0184,small_airport,Arenápolis Airstrip,-14.498655,-56.851413,,SA,BR,BR-MT,Arenápolis,no,,,,,,,POINT (-56.851413 -14.498655000000001),https://www.openstreetmap.org/edit?editor=id#map=18/-14.498655/-56.851413
14351,322979,BR-0185,small_airport,Altamira Airport,-8.642135,-55.041072,,SA,BR,BR-PA,Cachoeira Da Serra,no,,,,,,,POINT (-55.041072 -8.642135),https://www.openstreetmap.org/edit?editor=id#map=18/-8.642135/-55.041072
14358,323151,BR-0192,small_airport,Tamarana Metais Airport,-23.717042,-51.116039,2595.0,SA,BR,BR-PR,Tamarana,no,,,,,,SNET,POINT (-51.116039 -23.717042000000003),https://www.openstreetmap.org/edit?editor=id#map=18/-23.717042/-51.116039
14359,323191,BR-0193,small_airport,Cachoeira Porteira Airport,-1.066046,-57.052612,,SA,BR,BR-PA,Cachoeira Porteira,no,,,,,,,POINT (-57.052611999999996 -1.0660459999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-1.066046/-57.052612
14360,323374,BR-0194,small_airport,Ponta de Pedras Airstrip,-1.397869,-48.856931,16.0,SA,BR,BR-PA,Ponta de Pedras,no,,,,,,,POINT (-48.856931 -1.3978689999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-1.397869/-48.856931
14362,323376,BR-0196,small_airport,Curralinho Airstrip,-1.797103,-49.801873,14.0,SA,BR,BR-PA,Curralinho,no,,,,,,,POINT (-49.80187299999999 -1.7971029999999995),https://www.openstreetmap.org/edit?editor=id#map=18/-1.797103/-49.801873
14363,323380,BR-0197,small_airport,Fazenda Chapadão Alegre Airport,-13.434996,-45.307717,2530.0,SA,BR,BR-BA,Correntina,no,SSDH,,BA0153,,,,POINT (-45.307717 -13.434996000000002),https://www.openstreetmap.org/edit?editor=id#map=18/-13.434996/-45.307717
14364,323463,BR-0198,small_airport,Fazenda Água Boa Airport,-11.176732,-57.669051,817.0,SA,BR,BR-MT,Juara,no,SIKX,,MT0103,,,Fazenda Santa Mônica,POINT (-57.66905099999999 -11.176732),https://www.openstreetmap.org/edit?editor=id#map=18/-11.176732/-57.669051
14365,323590,BR-0199,small_airport,Fazenda Estivado Airport,-14.422748,-56.071279,,SA,BR,BR-MT,Diamantino,no,SWEZ,,,,,,POINT (-56.071279 -14.422748),https://www.openstreetmap.org/edit?editor=id#map=18/-14.422748/-56.071279
14366,323661,BR-0200,small_airport,Santa Terezinha de Goiás Airstrip,-14.453288,-49.67461,,SA,BR,BR-GO,Santa Terezinha de Goiás,no,,,,,,,POINT (-49.67461 -14.453288),https://www.openstreetmap.org/edit?editor=id#map=18/-14.453288/-49.674610
14367,323662,BR-0201,small_airport,Alto Horizonte Airport,-14.196032,-49.362951,,SA,BR,BR-GO,Alto Horizonte,no,,,,,,,POINT (-49.362951 -14.196032),https://www.openstreetmap.org/edit?editor=id#map=18/-14.196032/-49.362951
14368,323673,BR-0202,small_airport,Taipas do Tocantins Airstrip,-12.178581,-46.970934,,SA,BR,BR-TO,Taipas do Tocantins,no,,,,,,,POINT (-46.970934 -12.178580999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-12.178581/-46.970934
14369,323674,BR-0203,small_airport,Conceição do Tocantins Airstrip,-12.228285,-47.277564,,SA,BR,BR-TO,Conceição do Tocantins,no,,,,,,,POINT (-47.277564 -12.228284999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-12.228285/-47.277564
14370,323675,BR-0204,small_airport,Conceição do Tocantins West Airstrip,-12.231261,-47.32664,,SA,BR,BR-TO,Conceição do Tocantins,no,,,,,,,POINT (-47.32664 -12.231260999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-12.231261/-47.326640
14371,323676,BR-0205,small_airport,Bonfim Airstrip,-11.826265,-47.626364,,SA,BR,BR-TO,Bonfim,no,,,,,,,POINT (-47.626363999999995 -11.826265),https://www.openstreetmap.org/edit?editor=id#map=18/-11.826265/-47.626364
14372,323677,BR-0206,small_airport,Natividade Airstrip,-11.706552,-47.750419,,SA,BR,BR-TO,Natividade,no,,,,,,,POINT (-47.750418999999994 -11.706551999999997),https://www.openstreetmap.org/edit?editor=id#map=18/-11.706552/-47.750419
14373,323678,BR-0207,small_airport,Mateiros Airport,-10.562528,-46.429861,,SA,BR,BR-TO,Mateiros,no,,,,,,,POINT (-46.429860999999995 -10.562528),https://www.openstreetmap.org/edit?editor=id#map=18/-10.562528/-46.429861
14374,323679,BR-0208,small_airport,São Félix do Tocantins Airstrip,-10.161665,-46.667359,,SA,BR,BR-TO,São Félix do Tocantins,no,,,,,,,POINT (-46.667359 -10.161664999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-10.161665/-46.667359
14375,323680,BR-0209,small_airport,Galhão Airstrip,-10.604769,-46.249508,,SA,BR,BR-TO,Galhão,no,,,,,,,POINT (-46.249508 -10.604768999999997),https://www.openstreetmap.org/edit?editor=id#map=18/-10.604769/-46.249508
14376,323681,BR-0210,small_airport,Dois Irmãos do Tocantins Airstrip,-9.25308,-49.055964,,SA,BR,BR-TO,Dois Irmãos do Tocantins,no,,,,,,,POINT (-49.055964 -9.25308),https://www.openstreetmap.org/edit?editor=id#map=18/-9.253080/-49.055964
