id,latitude,longitude,source_ref,alt_name,local_ref,wikipedia,icao,wikidata,addr:housenumber,name:fr,addr:state,name:en,type,ref,gnis:feature_type,landuse,ele,gnis:feature_id,operator:type,addr:postcode,gnis:created,military,addr:city,website,name,source,note,name:ru,phone,gnis:county_name,addr:street,operator
924009498,-4.5368617,142.5175893,,,PPK,,AYPX,,,,,,,,,,38,,,,,,,,Pukapuki Airstrip,https://ourairports.com/airports/PG-0054/,,,,,,
924010392,-4.6321989,142.8903867,,,INR,,AYIR,,,,,,,,,,54,,,,,,,,Inaru Airstrip,https://ourairports.com/airports/AYIR/,,,,,,
924011160,-4.9190406,143.1608015,,,MLD,,AYMT,,,,,,,,,,716,,,,,,,,Malamaunda Airstrip,,,,,,,
924011952,-4.6197958,143.4510287,,,MUN,,AYDK,Q35282662,,,,,,,,,30,,,,,,,,Munduku Airport,https://ourairports.com/airports/AYDK/,,,,,,
924013073,-4.2839251,143.1514935,,,KBT,,AYRT,,,,,,,,,,18,,,,,,,,Kirinbit Airstrip,https://ourairports.com/airports/AYRT/,,,,,,
924015844,-3.4458656,142.5026161,,,SIB,,AYZB,,,,,,,,,,710,,,,,,,,Sibilanga Airstrip,https://ourairports.com/airports/AYZB/,,,,,,
924018406,-3.5846343,142.6281517,,Yagrumbok Airstrip,YMK,,AYYQ,,,,,,,,,,460,,,,,,,,Yagrombok Airstrip,https://ourairports.com/airports/AYYQ/,,,,,,
924019415,-3.7491709,142.5885435,,,KFL,,AYKL,,,,,,,,,,259,,,,,,,,Kafle Airstrip,https://ourairports.com/airports/AYKL/,,,,,,
924597674,54.4190594,119.9410549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924710997,34.5497059,112.6648752,,,,,,,,,,,,,,,,,,,,,,,洛阳龙门通用机场,,,,,,,
924960702,44.575316,-71.1766737,,,,en:Berlin Regional Airport,KBML,Q620082,,,NH,,,,,,347,873371,,,,,,https://www.berlinnh.gov/berlin-regional-airport-kbml,Berlin Municipal Airport,,,,,,,City of Berlin
925274145,38.1783518,-85.7234016,,,,,,,,,,,,,,military,,,,,,airfield,,,Louisville Air National Guard Base,,,,,,,
925516880,-5.597194,147.8110278,,,SSI,,,Q35302067,,,,,,,,,381,,,,,,,,Siassi Airport,https://ourairports.com/airports/SSS/,,,,,,
925524922,-5.7207942,148.0572083,,,,,AYLB,Q49747323,,,,,,,,,49,,,,,,,,Lab Lab Airport,https://ourairports.com/airports/AYLB/,,,,,,
925612268,-4.09743,140.7110491,,,,,,,,,,,,,,,,,,,,,,,Milki,,,,,,,
925731425,4.5649432,28.4210748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925732247,49.0521085,40.1763395,,,,,,,,,,,,,,,189,,,,,,,,Беляевск,,,Беляевск,,,,
925735200,48.8299666,41.7362277,,,,,,,,,,,,,,,93,,,,,,,,Селивановская,,,Селивановская,,,,
925738199,48.6558747,42.452407,,,,,,,,,,,,,,,126,,,,,,,,Нестеркин,,,Нестеркин,,,,
925740208,48.5808057,41.4411686,,,,,,,,,,,,,,,135,,,,,,,,Аграрный,,,Аграрный,,,,
925748167,48.3016064,41.6544666,,,,,,,,,,,,,,,78,,,,,,,,Вольно-Донская,,,Вольно-Донская,,,,
925748171,46.7269778,40.4130196,,,,,,,,,,,,,,,98,,,,,,,,Мечётинская,,,Мечётинская,,,,
925814878,-6.0936352,147.6000189,,,SLU,,AYQS,,,,,,,,,,52,,,,,,,,Sialum Airport,https://ourairports.com/airports/AYQS/,,,,,,
925885763,-40.5606944,175.3350057,,,,,NZKP,,109,,,,,,,,,,private,5575,,,"Koputaroa, Levin",,Koputaroa Airstrip,,,,(06) 368 7754,,Paiaka Road,Peter Kernohan
925953866,48.1699168,41.7756596,,,,,,,,,,,,,,,139,,,,,,,,Беляев,,,Беляев,,,,
926003090,48.5752566,40.1870615,,,,,,,,,,,,,,,145,,,,,,,,Урывский,,,Урывский,,,,
926031313,33.612979,-83.4614672,,,,en:Madison Municipal Airport (Georgia),,Q14686706,,,GA,,,,,,201,351836,,,,,,,Madison Municipal Airport,,,,,,,
926208681,47.8540778,40.8678102,,,,,,,,,,,,,,,129,,,,,,,,Тереховский,,,Тереховский,,,,
926212166,47.929922,40.1876201,,,,,,,,,,,,,,,176,,,,,,,,Малая Гнилуша,,,Малая Гнилуша,,,,
926215911,47.9022627,40.4100416,,,,,,,,,,,,,,,115,,,,,,,,Садки,,,Садки,,,,
926222772,-31.8546354,138.4687419,,,,,YHAW,,,,,,,,,,,,,,,,,,,,,,,,,
926252574,47.5117578,41.4624587,,,,,,,,,,,,,,,17,,,,,,,,Дубенцовская,,,Дубенцовская,,,,
926255793,47.4652009,41.7423807,,,,,,,,,,,,,,,21,,,,,,,,Холодный,,,Холодный,,,,
926328861,47.0747714,41.3534176,,,,,,,,,,,,,,,20,,,,,,,,Сухой,,,Сухой,,,,
926334142,47.0745088,42.0186536,,,ZF5D,,,,,,,Mayorka Airfield,,,,,83,,,,,,,,Майорка,,,Майорка,,,,
926338246,47.3089688,41.0613075,,,,,,,,,,,,,,,24,,,,,,,,Золоторёвка,,,Золоторёвка,,,,
926383077,47.5670281,39.9578233,,,,,,,,,,,,,,,97,,,,,,,,Новоперсиановка,,,Новоперсиановка,,,,
926787023,47.5649467,39.0003303,,,,,,,,,,,,,,,113,,,,,,,,Новоандриановка,,,Новоандриановка,,,,
926808036,-5.9081392,146.6566788,,,,,,,,,,,,,,,,,,,,,,,Tazon Airstrip,,,,,,,
926817468,47.0386142,40.001401,,,,,,,,,,,,,,,85,,,,,,,,Совхоз имени Вильямса,,,Совхоз имени Вильямса,,,,
926817470,47.2266551,40.1453036,,,,,,,,,,,,,,,6,,,,,,,,Арпачин,,,Арпачин,,,,
926817474,47.4729983,38.6003083,,,,,,,,,,,,,,,92,,,,,,,,Латоново,,,Латоново,,,,
926817478,47.533679,38.5288677,,,,,,,,,,,,,,,79,,,,,,,,Анастасиевка,,,Анастасиевка,,,,
926879410,47.0458282,40.3565356,,,,,,,,,,Sorgovy Airfield,,,,,94,,,,,,,,Сорговый,,,Сорговый,,,,
927074410,30.4735892,-98.1228813,geonames.usgs.gov,,,,,Q35305302,,,TX,,,,,,251,1387568,,,,,,,Spicewood Airport 88R,,,,,,,
927089269,-5.9909883,146.5627798,,Mengang Airstrip,TPG,,,,,,,,,,,,,,,,,,,,Tapmange Airstrip,,,,,,,
927213196,10.9877633,42.0862144,,,,,HDAE,,,,,,,,,,,,,,,,,,As Eyla,,,,,,,
927227134,46.8557542,40.9663117,,,,,,,,,,,,,,,106,,,,,,,,Головановка,,,Головановка,,,,
927227137,46.926753,40.6307077,,,,,,,,,,Popov Airfield,,,,,101,,,,,,,,Попов,,,Попов,,,,
927227140,46.9839267,40.2913607,,,,,,,,,,,,,,,66,,,,,,,,Жуково-Татарский,,,Жуково-Татарский,,,,
927242362,46.8245823,42.0857223,,,,,,,,,,,,,,,126,,,,,,,,Луганский,,,Луганский,,,,
927368241,47.6554078,-101.4370989,geonames.usgs.gov,,,,,Q3274718,,,ND,,,,,,580,1033033,,,,,,,Garrison Municipal Airport,,,,,,,
927414065,40.6407407,81.2741507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927803849,62.265271,27.0023964,,,,en:Pieksämäki Airfield,EFPK,Q7191622,300,,,Pieksämäki Airfield,,,,,119,,private_non_profit,76850,,,Naarajärvi,,Pieksämäen lentokenttä,,,,,,Hietamäentie,Naarajärvi-Säätiö
927950676,33.2566802,-111.6261378,,,,,,,,,,,,,,,,,,,,,,,Barnes Airfield (historical),,,,,,,
927983737,-14.8101384,-39.2901179,,,,,SWTX / Privado,,,,,,,,,,,,,,,,Itabuna,,Aeroporto Tertuliano Guedes de Pinho,ourairports.com,,,,,,
928340267,40.650727,17.9465713,,,,,LIBR,,,,,,,,,military,,,,,,base,,,"Aeroporto militare ""Orazio Pierozzi""",,,,,,,Aeronautica Militare;United Nations
928650081,51.143523,90.5929876,,,,,,,,,,,,,,,,,,,,,,,Ак-Довурак,,,,,,,
928943117,45.8261405,13.4677547,http://www.enav.it/enavWebPortalStatic/AIP/gen/gen2/GEN2-4.pdf,,GO02,en:Trieste Airport,LIPQ,Q893154,,,,Trieste – Friuli Venezia Giulia Airport,,,,,11,,,,,,,,Trieste Airport,,,,,,,Aeroporto FVG Spa plc
928991622,35.141648,-105.0879302,,,,,,,,,,,,,,,,,,,,,,,Anton Chico Landing Field,,,,,,,
928991624,35.0738957,-106.0036168,,,,,,,,,,,,,,,,,,,,,,,Otto Landing Field,,,,,,,
929184660,46.8199549,39.4007297,,,,,,,,,,Noviy Mir Airfield,,,,,56,,,,,,,,Новый Мир,,,Новый Мир,,,,
929225298,45.5666298,9.110346,,,MISEN,,,,,,,,,,,,,,,,,,,,Campo Volo Groane Cesare Bianchi,,,,,,,
929381113,47.4932646,42.3297436,,,,,,,,,,Solnechny Airfield,,,,,84,,,,,,,,Солнечный,,,Солнечный,,,,
929413035,46.2014949,41.1577735,,,,,,,,,,,,,,,107,,,,,,,,Песчанокопское,,,Песчанокопское,,,,
929449493,43.4470548,77.0576416,,,,kk:Байсерке (аэродром),,Q4075737,,,,Baiserke Airport,,,,,,,,,,,,,Байсерке аэродромы,,,Аэродром Байсерке,,,,
929464895,42.7540307,75.3317936,,,,,,,,,,,,,,,,,,,,,,,Burana Airport,,,,,,,
929502717,45.1672698,74.0001852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929606722,43.2863387,26.9409118,,Шумен,,,,,,,,Shumen Airstrip,,,,,,,,,,,,,Бивше летище,,,,,,,
929726960,46.135526,41.3087185,,,,,,,,,,Zhukovskoye Airfield,,,,,63,,,,,,,,Жуковское,,,Жуковское,,,,
929726963,46.2092696,41.6152594,,,,,,,,,,,,,,,84,,,,,,,,Сандата,,,Сандата,,,,
929726967,46.2143979,41.8391011,,,,,,,,,,,,,,,50,,,,,,,,Крупский,,,Крупский,,,,
929726974,46.5200218,41.7672958,,,,,,,,,,,,,,,29,,,,,,,,Новый Маныч,,,Новый Маныч,,,,
929726983,46.3718524,41.9383764,,,,,,,,,,,,,,,40,,,,,,,,Новый Егорлык,,,Новый Егорлык,,,,
929726998,46.5930624,41.5105439,,,,,,,,,,,,,,,68,,,,,,,,Верхнеянинский,,,Верхнеянинский,,,,
929727006,46.8144259,41.3321757,,,,,,,,,,,,,,,50,,,,,,,,Белозёрный,,,Белозёрный,,,,
929727018,46.7853145,41.6540435,,,,,,,,,,,,,,,21,,,,,,,,Приманычский,,,Приманычский,,,,
929741952,-15.1809224,-40.0926394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929758910,48.767988,-101.5360993,geonames.usgs.gov,,,,KHBC,Q49748265,,,ND,,,,,,502,1033536,,,,,,,Mohall Municipal Airport,,,,,,,
929806292,37.8604621,30.35533,,,,,LTFN,,,,,Isparta Kılıç Airfield,,,,military,,,,,,airfield,,,Isparta Kılıç Hava Meydanı,,,,,,,
929819540,53.8838555,-122.681406,,,,en:Prince George Airport,CYXS,Q779571,,,,,,YXS,,,691,,,,,,,https://www.pgairport.ca/,Prince George Airport,,,,,,,
929827772,49.0259627,-122.3624445,,,,,CYXX,Q969671,,,,,,,,,,,,,,,,,Abbotsford International Airport,,,,,,,
929838116,-15.5290697,-55.1414149,,,,,SDLZ,,,,,,,,,,,,,,,,,,,,,,,,,
929856536,57.9779657,55.7115873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929859767,57.3931424,56.8781671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929864774,58.1372506,52.5699804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929893098,46.3178958,40.4376879,,,,,,,,,,Kavalerskiy Airfield,,,,,85,,,,,,,,Кавалерский,,,Кавалерский,,,,
929893111,46.6436037,40.159908,,,,,,,,,,Gulyay-Borisovka Airfield,,,,,78,,,,,,,,Гуляй-Борисовка,,,Гуляй-Борисовка,,,,
929970858,51.6053319,-178.6572582,,,,,,,,,,,,,,,,,,,,,,,Ogliuga Island Army Airfield (historical),,,,,,,
930047542,44.8366446,-67.0269806,,,,,,Q35276349,,,ME,,,,,,15,582179,public,,,,,,Lubec Municipal Airport,,,,,,,Town of Lubec
930352723,53.6368471,-112.5999172,,,,en:Chipman/M.Y. Airfield,,Q48796667,,,,,,,,,,,private,,,,,,Chipman/M.Y. Airfield,,,,,,,Mark Yashchyshyn
930358197,53.7191524,-112.6353297,,,,en:Chipman Airport (Alberta),,Q3274451,,,,,,,,,,,public,,,,,https://edmontonsoaringclub.com/,Chipman Airport,ourairports.com,,,,,,Edmonton Soaring Club
930384211,-9.7422049,46.506889,,,,,FSAS,,,,,,,,,,,,,,,,,,Assumption Island Airport,ourairports.com,,,,,,Islands Development Corporation (IDC)
930450048,43.027681,144.3875421,,,,,,,,,,Aikoku Kushiro Airfield (historical),,,,,,,,,,,,,愛国釧路飛行場,,,,,,,
930450811,42.8596055,143.3123065,,,,,,,,,,Hopeland Airfield,,,,,,,,,,,,,ホープランド飛行場,,,,,,,
930450813,42.800203,143.5115692,,,,,,,,,,Toyokoro Gliderport (historical),,,,,,,,,,,,,豊頃滑空場,,,,,,,
930465847,42.6657827,141.1018825,,,,,,,,,,Otaki Airfield,,,,,,,,,,,,,大滝飛行場,,,,,,,
930781690,-9.9031844,-39.0328131,,,,,SNKU,,,,,,,,,,,,,,,,,,,,,,,,,
930823036,-40.1867983,175.3662687,,,,,,,,,,,,,,,,,,,,,,,Bulls Airstrip,,,,,,,
930825162,-41.1001048,175.022696,,,,,,,,,,,,,,,,,,,,,,,Moonshine Airstrip,,,,,,,
931230114,-33.3874514,-63.3052469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931231828,43.0072283,-88.602673,,,,,,Q49747975,,,WI,,,,,,257,1582229,private,,,,,,Sullivan Airport,,,,,,,
931781052,8.885306,-75.6833798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932205796,39.0527625,-95.6952398,,,,,,Q35307254,,,,,,,,,,,,,,,,,Stormont-Vail Hospital Heliport,,,,,,,
932217441,-35.1490692,-60.5247215,,,,,,,,,,,,,,,,,,,,,,,Mahmet Fumigaciones Aereas,,,,,,,
932218324,-35.248175,-60.4870666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932236537,-34.07467,-60.1405221,,,,,,,,,,,,,,,,,,,,,,,Aeródromo La Cura Malal,,,,,,,
932243263,25.280967,-111.7855787,,,,,,,,,,Cañon Agricultural Airstrip,,,,,,,,,,,,,"Pista de Aviación agrícola ""Cañon""",,,,,,,
932613808,31.2585281,-105.2965785,geonames.usgs.gov,,,,,Q35280619,,,TX,,,,,,1387,1889804,,,,,,,Milehigh Community Airport,,,,,,,
932653985,48.7093369,-97.9959904,,,,,,Q61675100,,,,,,,,,,,,,,,,,Goodman Strip,ourairports.com,,,,,,
932655998,32.8579258,-97.7478543,geonames.usgs.gov,,,,,Q34967350,,,TX,,,,,,313,1387728,,,,,,,Cross Wind Airport,,,,,,,
932657931,33.5003332,-94.0953803,,,,,,Q35301679,,,,,,,,,,,,,,,,,Shilling's Airport,,,,,,,
932767279,11.9442368,11.8093074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932774213,28.2385388,61.1809128,,,,,,Q20465071,,,,Khash Airfield,,,,,,,,,,,,,فرودگاه خاش,,,,,,,
932830410,38.7927478,-3.3715782,,,,,LEVP,,,,,,,,,,,,,,,,,,Aerodromo Manuel Sánchez Valdepeñas,,,,+34 660069789,,,
932978414,32.3005198,-110.3646244,geonames.usgs.gov,,,,,,,,AZ,,,,,,1013,45538,,,,,,,Cascabel Air Park (historical),,,,,,,
933022863,63.4320284,-116.1727954,,,,en:Snare River Airport,,Q3913023,,,,,,,,,,,private,,,,,,Snare River Airport,ourairports.com,,,,,,Northwest Territories Power Corp.
933025005,70.734344,-52.697776,,,,da:Qaarsut Lufthavn,BGUQ,Q3497799,,,,Qaarsut Airport,,,,,84.43,,,,,,,,Mittarfik Qaarsut,,,,,,,Mittarfeqarfiit
933062050,-62.191117,-58.987017,,,,es:Aeródromo Teniente Rodolfo Marsh Martin,SCRM,Q4073701,,Aérodrome du Teniente Rodolfo Marsh Martin,,Teniente Rodolfo Marsh Airport,,,,,45,,public,,,,,,Aeródromo Teniente Rodolfo Marsh Martin,,,Аэропорт имени Тениенте Марша,,,,Aeropuertos Chile
933300143,49.0831321,-85.8604917,,,,,CYMG,,,,,,,,,,,,,,,,,,Manitouwadge Airport,ourairports.com,,,,,,
933328038,38.9465847,-92.6837486,,,,en:Jesse Viertel Memorial Airport,KVER,Q2901334,,,,,,,,,,758595,,,,,,,Jesse Viertel Memorial Airport,,,,,,,
933351232,-4.0058798,37.4963111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933383637,40.784456,-77.2098365,,,,,,Q49746477,,,,,,,,,,,,,,,,,Gilfert Airport,ourairports.com,,,,,,
933630527,42.8324367,140.6719811,,,,ja:ニセコヘリポート,,Q11324357,,,,Niseko Heliport,,,,,,,,,,,,,ニセコヘリポート,,,,,,,
933682673,49.4636193,-119.603592,,,,en:Penticton Regional Airport,CYYF,Q3915718,3000,,,,,,,,,,,,,,,https://yyf.penticton.ca/,Penticton Regional Airport,,,,,,Airport Road,
934043536,29.1285653,-99.2492619,,,,,,,,,,,,,,,,,,,,,,,Senisa Ranch Airport,,,,,,,
934055778,-22.9190321,-42.8308385,,,,pt:Aeroporto de Maricá,SBMI,Q1030792,,,,Maricá Airport,,,,,,,,,,,,,Aeroporto de Maricá,,,,,,,
934124335,-24.0312411,45.0262464,,,,,,,,,,,,,,,,,,,,,,,Fotadrevo Airport,,,,,,,
934136816,10.7999336,0.2427489,,,,,,Q1655909,,,,,,,,,,,,,,,,,Djangou Airport,ourairports.com,,,,,,
934209006,5.0370886,25.1490354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934347377,-37.2275519,-72.8191893,,,,,,,,,,,,,,,,,,,,,,,Aeródromo Tanahuillín,,,,,,,
934783190,46.839807,36.5868202,,,ZE0U,,,,,,,Dmytrivka,,,,,,,,,,,,,Дмитрівка,,,Дмитровка,,,,
934784759,46.743947,36.3287762,,,ZB1S,,,,,Prymorsk,,Prymorsk,,,,,,,,,,,,,Приморськ,,,Приморск,,,,
934981113,-20.0088629,-56.325769,,,,,SJWE,Q31204823,,,,,,10/28,,,,,,,,,,,Aeródromo Fazenda Santa Delfina,ourairports.com,,,,,,
935177338,47.4926385,-100.6997778,geonames.usgs.gov,,,,,Q49751817,,,ND,,,,,,582,1033527,,,,,,,Westerlind Airport,,,,,,,
935271638,-2.5894191,119.0251966,,,,en:Tampa Padang Airport,WAFJ,Q4272474,,,,,,,,,,,,,,,,,Tampa Padang Airport,,,,,,,
935614925,44.681108,-84.729576,,,,,KGOV,,,,,,,,,military,,,,,,airfield,,,Grayling Army Airfield,,,,,,,
935617782,42.6434471,141.8785366,,,,,,,,,,Atsuma Sky Park,,,,,,,,,,,,,厚真スカイパーク,,,,,,,
935797849,25.288639,49.4857176,,,,ar:مطار الأحساء الدولي,OEAH,Q2875750,,,,Al-Ahsa International Airport,public,,,,179.588,,,,,,,,مطار الأحساء الدولي,wikipedia,,,+966135710001,,,الهيئة العامة للطيران المدني
936354221,-17.449874,47.512334,,,,,,,,,,,,,,,,,,,,,,,Andriamena,,,,,,,
936387155,44.4569521,-83.3889929,,,,en:Oscoda–Wurtsmith Airport,KOSC,Q7106435,,,MI,Oscoda-Wurtsmith Airport,,,,,191,1624091,public,,,,,,Oscoda-Wurtsmith Airport,wikipedia,,,,,,
936506277,64.6991363,-110.6142181,,,,en:Ekati Airport,CYOA,Q3912546,,,,,,,,,,,private,,,,,,Ekati Airport,ourairports.com,,,,,,Dominion Diamond Mines
936521146,-5.2721683,143.2819077,,,,,AYYX,,,,,,,,,,,,,,,,,,Yalum Airstrip,,,,,,,
936530128,46.8578751,-117.4146432,,,,,,,,,,,,,,,,,,,,,,,Port of Whitman Business Air Center Airport,,,,,,,Port of Whitman County
936670539,45.7529231,11.6923872,,,VIBAS,,,,,,,,,,,,,,,,,,,,A/S Alla Colombara,,,,,,,
936671847,30.3969947,-107.8747794,,,,,MMCG,Q12694213,,,,,,,,,,,,,,,,,Nuevo Casas Grandes,,,,,,,
936882537,12.1693059,42.4645266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937022109,28.0384299,-115.1891737,,,,en:Isla de Cedros Airport,MMCD,Q1320793,,,,Isla de Cedros Airport,,,,,30,,,,,,,,Aeropuerto de Isla Cedros,wikipedia,,,,,,
937036385,27.0927061,-112.098529,,,,en:Palo Verde Airport,,Q7128540,,,,Palo Verde Airport,,,,,16,,,,,,,,Palo Verde Airport,wikipedia,,,,,,
937092734,18.32608,-100.6318601,,,,,,,,,,,,,,,,,,,,,,,Aeropuerto,,,,,,,
937338425,11.1476372,42.7200473,,,,,HDAS,Q4724510,,Aérodrome d'Ali Sabieh,,Ali Sabieh Airport,,,,,,,,,,,,,Aérodrome d'Ali Sabieh مطار علي صبيح,ourairports.com;http://airportsbase.org,,,,,,
937499197,11.3199041,43.0739016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937794675,47.9064695,-97.6400436,geonames.usgs.gov,,,,,Q49747386,,,ND,,,,,,342,1033506,,,,,,,Larimore Municipal Airport,,,,,,,
937811773,56.2544339,40.8114529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937935833,29.9570176,-98.7886514,geonames.usgs.gov,,,,8XS9,,,,TX,,,,,,404,1387710,,,,,,,Rust Field,,,,,,,
938038709,46.1858103,80.8253266,,,,,UAAL,,,,,,,,,,,,,,,,,,,,,,,,,
938234626,-29.563141,-51.3739193,,,,,SD6H,,,,,,,,,,,,,,,,São Sebastião do Caí,,Fazenda Hill Valley,,,,,,,
938260390,26.9057816,-111.9706399,,,,en:Mulegé Airstrip,MMMG,Q1528842,,,,,,,,,38,,,,,,,,Mulegé Airstrip,wikipedia,,,,,,
938274830,-4.3399286,152.3777692,,,,,AYTK,Q7278511,,,,,,,,,15,,government,,,,,https://nac.com.pg/airports/regional-airports/tokua-airport/,Tokua Airport (Rabaul),,,,,,,National Airports Corporation
938345991,26.3340636,-99.5422362,,,,,MMAL,,,,,,,,,military,,,,,,airfield,,,Estación Aérea Militar No. 10 Agualeguas,,,,,,,
938349199,17.5743783,-99.5153249,,,,,,,,,,Chilpancingo Airport,,,,,,,,,,,,,Aeropuerto de Chilpancingo,ourairports.com,,,,,,
938415454,40.2036055,-2.1437044,,,,,LESS,Q5659379,,,,,,,,,,,,,,,,,Aeródromo de Sotos,,,,,,,
938457012,27.2539094,114.9104154,,Ji'an Tongping Airport,,,,,,,,Tongping Airport,,,,,,,,,,,,,,,,,,,,
938696833,41.3692126,-96.0226182,geonames.usgs.gov,,,en:North Omaha Airport,,Q7056227,,,NE,,,,,,403,837670,private,,,,,,North Omaha Airport,,,,,,,Keith Edquist
938758964,22.0389457,-98.8056325,,,,,MMTN,,,,,,,,,,,,,,,,,,Aeropuerto de Tamuín,,,,,,,
938759220,21.1555235,-88.1728183,,,,,,,,,,,,,,,,,,,,,,,Cupul Airport,ourairports.com,,,,,,
938938112,48.3602506,-100.3953287,geonames.usgs.gov,,,,,Q49751506,,,ND,,,,,,451,1033583,,,,,,,Towner Municipal Airport,,,,,,,
939135823,21.2458335,-86.7403396,,,,,MMIM,,,,,,,,,,,,,,,,,,Isla Mujeres Airport,ourairports.com,,,,,,
939180640,34.2727022,-77.9023047,,,,en:Wilmington International Airport,KILM,Q847779,1740,,NC,,,,,,9,,public,28405,,,Wilmington,,Wilmington International Airport,,,,,,Airport Blvd,New Hanover County
939567765,36.002218,139.4979015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939568569,36.0112865,139.4997856,,,,,,,,,,,,,,,,,,,,,,,雄飛航空 川島ヘリポート,,,,,,,
939568810,36.0353755,139.5011101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939638032,20.0438789,-102.2757827,,,,,MMZM,,,,,Zamora Airport,,,,,,,,,,,,,Aeropuerto Nacional de Zamora,ourairports.com,,,,,,
939762446,13.3709339,12.627384,,Aérodrome de Diffa,,fr:Aérodrome de Diffa,DRZF,Q1657906,,Aéroport Mamadou Tandja de Diffa,,Diffa Airport,,,,,,,,,,,,,Aéroport Mamadou Tandja de Diffa,,,,,,,
940192383,64.0387348,-132.2858888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940753107,36.9626783,127.0313508,,Pyeongtaek Airfield,,,RKSG,Q22284731,,,,Desiderio Army Airfield,,,,military,,,,,,airfield,,,Desiderio Army Airfield,,,,,,,
940992263,-6.02292,149.7861742,,,ASN,,AYSN,,,,,,,,,,472,,,,,,,,Assengseng Aistrip,https://ourairports.com/airports/PG-0019/,,,,,,
940992848,-6.0493925,149.3368147,,,WSM,,AYZM,,,,,,,,,,53,,,,,,,,Wasum Airport,https://ourairports.com/airports/AYZM/,,,,,,
940993818,-5.9704168,148.8537622,,,SAU,,AYSV,,,,,,,,,,14,,,,,,,,Sauren Airport,https://ourairports.com/airports/AYSV/,,,,,,
940994729,34.217411,118.2311404,,,,,,,,,,,,,,,,,,,,,,,新沂棋盘机场,,,,,,,
941106092,19.5649678,33.3155631,,,,,,,,,,Abu Hamad Airport,,,,,,,,,,,,,مطار أبو حمد,,,,,,,
941117040,10.3338372,32.267916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941129027,24.2607881,55.6137741,,,,ar:مطار العين الدولي,OMAL,Q1391995,,,,Al Ain International Airport,,AAN,,,,,,,,,العين,,مطار العين الدولي,,,,,,,
941227632,30.3500671,-95.114861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941578072,65.3477367,28.3418242,,,,,,,,,,,,,,,,,,,,,,,Taivalkoski,,,,,,,
941652505,37.0221295,-112.3850475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941701013,30.1680702,-91.1295175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941721471,39.918996,25.2373814,,,,en:Lemnos International Airport,LGLM,Q2670580,,Aéroport Ifestos,,Airport Ifestos,,,,,4,,,,,,,,Αερολιμένας Ήφαιστος,survey;ourairports.com,,,,,,
941743010,41.7352826,46.3541443,,,,,UB0G,,,,,Balakan Airport,,,,,,,,,,,,,Balakən Hava Limanı,,,,,,,
941745043,-1.6652873,29.2386028,,,,fr:Aéroport international de Goma,FZNA,Q2564541,,Aéroport International de Goma,,Goma International Airport,,,,,1532,,,,,,,,Aéroport International de Goma,"wikipedia, bing_imagery_1.7m_201001",,,,,,
941861779,48.1044806,-101.0791693,,,,,,Q49751744,,,,,,,,,,,,,,,,,Warren Pietsch Airport,ourairports.com,,,,,,
941992949,37.8562022,107.4215671,,,,,,,,,,,,,,,1369,,,,,,,,盐池通用机场,,,,,,,
942419717,38.6856569,126.6055898,,,,,,,,,,,,,,military,,,,,,airfield,,,곡산비행장,,,,,,,
942659325,40.8693233,-118.7292802,,,,,,,,,,,,,,,1240,,,,,,,,Sulfur Landing Strip,,,,,,,
942660167,45.8953604,-110.4861931,geonames.usgs.gov,,,,,,,,MT,,,,,,1648,806386,,,,,,,Crazy Mountain Ranch Airport,,,,,,,
942662795,41.957542,-118.6360118,,,,,,Q49745906,,,,,,,,,,,,,,,,,Denio Junction Airport,ourairports.com,,,,,,
942663226,44.9267483,-113.2721787,geonames.usgs.gov,,,,,,,,MT,,,,,,1995,794880,,,,,,,Donovan Airstrip,,,,,,,
942678020,38.3239023,-116.2769914,,,,,,,,,,,,,,,,,,,,,,,AEC Base Camp,,,,,,,
