id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,geometry,osm_editor_link
336177,BR-1095,small_airport,Fazenda Serrana Airport,-13.930646,-46.232444,3291.0,SA,BR,BR-BA,Correntina,no,SJCC,,BA0104,,,,POINT (-46.232444 -13.930645999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-13.930646/-46.232444
336180,BR-1098,small_airport,Fazenda Carajás Airport,-13.404506,-58.772422,1863.0,SA,BR,BR-MT,Sapezal,no,SJCJ,,MT0165,,,,POINT (-58.772422000000006 -13.404506),https://www.openstreetmap.org/edit?editor=id#map=18/-13.404506/-58.772422
336187,BR-1105,small_airport,Fazenda Ipiranga,-22.91824,-53.06911,1473.0,SA,BR,BR-PR,Loanda,no,SJDI,,PR0055,,,,POINT (-53.06911 -22.91824),https://www.openstreetmap.org/edit?editor=id#map=18/-22.918240/-53.069110
336192,BR-1106,small_airport,Fazenda São José Airport,-19.09539,-53.503906,2024.0,SA,BR,BR-MS,Camapuã,no,SJDJ,,MS0150,,,,POINT (-53.503906 -19.09539),https://www.openstreetmap.org/edit?editor=id#map=18/-19.095390/-53.503906
336320,BR-1115,small_airport,Evanderto Almeida Airport,-6.989027,-39.844458,2228.0,SA,BR,BR-CE,Assaré,no,SJEV,,CE0019,,,,POINT (-39.844458 -6.989027000000001),https://www.openstreetmap.org/edit?editor=id#map=18/-6.989027/-39.844458
336322,BR-1117,small_airport,Fazenda Fartura Airstrip,-15.121375,-54.940568,2907.0,SA,BR,BR-MT,Campo Verde,no,SJFG,,MT0169,,,,POINT (-54.940568 -15.121375000000002),https://www.openstreetmap.org/edit?editor=id#map=18/-15.121375/-54.940568
336323,BR-1118,small_airport,Fazenda Jaraguá Airport,-20.499236,-54.808442,1759.0,SA,BR,BR-MS,Terenos,no,SJFJ,,MS0161,,,,POINT (-54.80844199999999 -20.499235999999996),https://www.openstreetmap.org/edit?editor=id#map=18/-20.499236/-54.808442
336324,BR-1119,small_airport,Fazenda Sorriso Airport,-16.164546,-50.138505,2310.0,SA,BR,BR-GO,Mossâmedes,no,SJFO,,GO0071,,,,POINT (-50.138504999999995 -16.164546),https://www.openstreetmap.org/edit?editor=id#map=18/-16.164546/-50.138505
336326,BR-1121,small_airport,Fazenda São Francisco Airport,-15.854633,-49.244362,2165.0,SA,BR,BR-GO,São Francisco de Goiás,no,SJFW,,GO0072,,,,POINT (-49.244362 -15.854632999999996),https://www.openstreetmap.org/edit?editor=id#map=18/-15.854633/-49.244362
336327,BR-1122,small_airport,Fazenda Flamingo Airport,-13.851999,-57.942606,1965.0,SA,BR,BR-MT,Campo Novo do Parecis,no,SJFY,,MT0171,,,,POINT (-57.942606 -13.851998999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-13.851999/-57.942606
336338,BR-1124,small_airport,Fazenda JAD Airport,-10.954588,-48.994872,965.0,SA,BR,BR-TO,Santa Rita do Tocantins,no,SJFI,,TO0026,,,,POINT (-48.994872 -10.954588),https://www.openstreetmap.org/edit?editor=id#map=18/-10.954588/-48.994872
336541,BR-1126,small_airport,Fazenda São Gabriel Airport,-18.9647,-44.271784,2526.0,SA,BR,BR-MG,Curvelo,no,SJGB,,MG0121,,,,POINT (-44.271784 -18.9647),https://www.openstreetmap.org/edit?editor=id#map=18/-18.964700/-44.271784
336544,BR-1129,small_airport,Sítio São Jorge Airport,-23.942989,-48.943656,2182.0,SA,BR,BR-SP,Itapeva,no,SJGJ,,SP0209,,,,POINT (-48.943656 -23.942988999999997),https://www.openstreetmap.org/edit?editor=id#map=18/-23.942989/-48.943656
336547,BR-1131,small_airport,Comandante Zequinha / Grand Lake Airport,-16.671783,-48.010262,2690.0,SA,BR,BR-GO,Luziânia,no,SJGL,,GO0073,,,,POINT (-48.010262 -16.671783),https://www.openstreetmap.org/edit?editor=id#map=18/-16.671783/-48.010262
336551,BR-1135,small_airport,Santa Maria Airport,-14.802849,-46.656978,1713.0,SA,BR,BR-GO,Flores de Goiás,no,SJGR,,GO0074,,,,POINT (-46.656978 -14.802849000000002),https://www.openstreetmap.org/edit?editor=id#map=18/-14.802849/-46.656978
336556,BR-1136,small_airport,Fazenda Futura Airport,-16.946814,-46.194618,1644.0,SA,BR,BR-MG,Brasilândia de Minas,no,SJDF,,MG0118,,,,POINT (-46.194618 -16.946814),https://www.openstreetmap.org/edit?editor=id#map=18/-16.946814/-46.194618
336558,BR-1137,small_airport,Fazenda São Geraldo Airport,-8.31469,-48.976937,640.0,SA,BR,BR-TO,Couto Magalhães,no,SJGW,,TO0078,,,,POINT (-48.97693699999999 -8.31469),https://www.openstreetmap.org/edit?editor=id#map=18/-8.314690/-48.976937
336624,BR-1145,small_airport,Aníbal Azevedo Filho Airstrip,-12.553551,-38.314472,246.0,SA,BR,BR-BA,Mata de São João,no,SJHF,,BA0111,,,,POINT (-38.314471999999995 -12.553551),https://www.openstreetmap.org/edit?editor=id#map=18/-12.553551/-38.314472
35438,BR-1149,small_airport,Aeroclube Airport,-21.281944,-50.326942,1394.0,SA,BR,BR-SP,Birigui,no,,,,,,SDBI,POINT (-50.326942 -21.281943999999996),https://www.openstreetmap.org/edit?editor=id#map=18/-21.281944/-50.326942
336862,BR-1151,small_airport,Fazenda Agromaster Airport,-10.864252,-54.710525,1293.0,SA,BR,BR-MT,Marcelândia,no,SSRP,,MT0614,,,,POINT (-54.710525 -10.864252),https://www.openstreetmap.org/edit?editor=id#map=18/-10.864252/-54.710525
336864,BR-1152,small_airport,Fazenda Terra Morena Airport,-13.207844,-45.253631,2516.0,SA,BR,BR-BA,Correntina,no,SSUQ,,BA0265,,,,POINT (-45.25363099999999 -13.207843999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-13.207844/-45.253631
336869,BR-1153,small_airport,Fazenda Platô Azul,-18.84797,-45.864098,3425.0,SA,BR,BR-MG,Tiros,no,SSWM,,MG0455,,,,POINT (-45.864098 -18.84797),https://www.openstreetmap.org/edit?editor=id#map=18/-18.847970/-45.864098
336881,BR-1159,small_airport,Fazenda Rosário Airport,1.084965,-49.90508,39.0,SA,BR,BR-AP,Macapá,no,SJNR,,AP0007,,,,POINT (-49.90507999999999 1.084965),https://www.openstreetmap.org/edit?editor=id#map=18/1.084965/-49.905080
336946,BR-1161,small_airport,Destilaria Veredas Airport,-17.715755,-45.817385,2631.0,SA,BR,BR-MG,João Pinheiro,no,SJOH,,MG0465,,,,POINT (-45.817385 -17.715755),https://www.openstreetmap.org/edit?editor=id#map=18/-17.715755/-45.817385
336950,BR-1162,small_airport,Fazenda Lagoa Airport,-17.764502,-46.546678,1847.0,SA,BR,BR-MG,Lagoa Grande,no,SDIE,,MG0444,,https://pt.wikipedia.org/wiki/Aeroporto_de_Ibat%C3%A9,,POINT (-46.54667799999999 -17.764502),https://www.openstreetmap.org/edit?editor=id#map=18/-17.764502/-46.546678
336985,BR-1164,small_airport,Fazenda Nossa Senhora Aparecida Airport,-11.913015,-56.158982,105.0,SA,BR,BR-MT,Tapurah,no,,,MT0198,,,,POINT (-56.158982 -11.913014999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-11.913015/-56.158982
336989,BR-1168,small_airport,Fazenda Onça do Barão,-14.212078,-45.198413,2539.0,SA,BR,BR-BA,Cocos,no,SJOR,,BA0119,,,,POINT (-45.198413 -14.212077999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-14.212078/-45.198413
336995,BR-1170,small_airport,Fazenda Alegria Airport,-10.59728,-52.554567,1115.0,SA,BR,BR-MT,São José do Xingu,no,SJOX,,MT0203,,,,POINT (-52.554567 -10.59728),https://www.openstreetmap.org/edit?editor=id#map=18/-10.597280/-52.554567
337028,BR-1175,small_airport,Fazenda Santa Maria da Nhecolândia Airport,-18.81701,-56.579476,348.0,SA,BR,BR-MS,Corumbá,no,SWLI,,MS0433,,,,POINT (-56.57947599999999 -18.817009999999996),https://www.openstreetmap.org/edit?editor=id#map=18/-18.817010/-56.579476
337046,BR-1180,small_airport,Fazenda Laguna Airport,-23.657811,-54.176116,1102.0,SA,BR,BR-MS,Eldorado,no,SJIP,,MS0169,,,,POINT (-54.17611599999999 -23.657810999999995),https://www.openstreetmap.org/edit?editor=id#map=18/-23.657811/-54.176116
337049,BR-1182,small_airport,Fazenda Caregi Airport,-12.214407,-55.98707,1224.0,SA,BR,BR-MT,Ipiranga do Norte,no,SJIU,,MT0466,,,,POINT (-55.987069999999996 -12.214407000000001),https://www.openstreetmap.org/edit?editor=id#map=18/-12.214407/-55.987070
337050,BR-1183,small_airport,Fazenda Veneza Airport,-9.338206,-49.887092,630.0,SA,BR,BR-TO,Caseara,no,SJIV,,TO0030,,,,POINT (-49.887092 -9.338206000000001),https://www.openstreetmap.org/edit?editor=id#map=18/-9.338206/-49.887092
337051,BR-1184,small_airport,Fazenda Iaciara,-14.141414,-46.684302,1732.0,SA,BR,BR-GO,Iaciara,no,SJIY,,GO0077,,,,POINT (-46.684302 -14.141414),https://www.openstreetmap.org/edit?editor=id#map=18/-14.141414/-46.684302
337063,BR-1187,small_airport,Santa Colomba Agropecuária Airport,-14.773731,-45.561182,2811.0,SA,BR,BR-BA,Cocos,no,SNTB,,BA0332,,,,POINT (-45.561181999999995 -14.773731000000002),https://www.openstreetmap.org/edit?editor=id#map=18/-14.773731/-45.561182
337107,BR-1194,small_airport,Fazenda Tupã Airport,-13.349073,-53.650808,1325.0,SA,BR,BR-MT,Gaúcha do Norte,no,SNTU,,MT0597,,,,POINT (-53.650808 -13.349072999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-13.349073/-53.650808
337110,BR-1196,small_airport,Fazenda Córrego Fundo Airport,-13.730606,-52.69571,1434.0,SA,BR,BR-MT,Água Boa,no,SNUM,,MT0617,,,,POINT (-52.69571 -13.730606),https://www.openstreetmap.org/edit?editor=id#map=18/-13.730606/-52.695710
337111,BR-1197,small_airport,Agropecuária Lazarotto Airport,-12.616146,-56.623049,1250.0,SA,BR,BR-MT,Tapurah,no,SNXS,,MT0588,,,,POINT (-56.623048999999995 -12.616146),https://www.openstreetmap.org/edit?editor=id#map=18/-12.616146/-56.623049
337115,BR-1198,small_airport,Fazenda Selena Airport,-16.532975,-53.277784,1860.0,SA,BR,BR-MT,Alto Garças,no,SSBS,,MT0604,,,,POINT (-53.27778399999999 -16.532975),https://www.openstreetmap.org/edit?editor=id#map=18/-16.532975/-53.277784
337117,BR-1199,small_airport,Fazenda Conquista Airstrip,-11.994913,-54.680842,1257.0,SA,BR,BR-MT,Santa Carmem,no,SSIO,,MT0628,,,,POINT (-54.68084199999999 -11.994913),https://www.openstreetmap.org/edit?editor=id#map=18/-11.994913/-54.680842
337139,BR-1201,small_airport,Fazenda São Caetano Airport,-15.280895,-54.427677,2241.0,SA,BR,BR-MT,Primavera do Leste,no,SSJU,,MT0587,,,,POINT (-54.427676999999996 -15.280895),https://www.openstreetmap.org/edit?editor=id#map=18/-15.280895/-54.427677
337143,BR-1202,small_airport,Fazenda Taiamã Airport,-18.092952,-55.605101,509.0,SA,BR,BR-MS,Corumbá,no,SSLQ,,MS0487,,,,POINT (-55.605101 -18.092952),https://www.openstreetmap.org/edit?editor=id#map=18/-18.092952/-55.605101
337145,BR-1203,small_airport,Fazenda São José do Pontal Airport,-20.651944,-53.598889,1155.0,SA,BR,BR-MS,Ribas do Rio Pardo,no,SSPB,,MS0519,,,,POINT (-53.59888899999999 -20.651943999999997),https://www.openstreetmap.org/edit?editor=id#map=18/-20.651944/-53.598889
337258,BR-1205,small_airport,Madereira Airport,-9.236404,-60.338209,482.0,SA,BR,BR-MT,Colniza,no,SSSW,,MT0594,,,,POINT (-60.338209000000006 -9.236404),https://www.openstreetmap.org/edit?editor=id#map=18/-9.236404/-60.338209
337260,BR-1206,small_airport,Fazenda Fundão Airport,-17.414872,-46.660747,1965.0,SA,BR,BR-MG,Paracatu,no,SSUY,,MG0466,,,,POINT (-46.66074699999999 -17.414872),https://www.openstreetmap.org/edit?editor=id#map=18/-17.414872/-46.660747
337265,BR-1210,small_airport,Fazenda Laguna Porã Airport,-21.848284,-57.621948,377.0,SA,BR,BR-MS,Porto Murtinho,no,SSXC,,MS0523,,,,POINT (-57.62194800000001 -21.848284),https://www.openstreetmap.org/edit?editor=id#map=18/-21.848284/-57.621948
337273,BR-1214,small_airport,Fazenda Água Nascente Airport,-17.23552,-53.730581,1929.0,SA,BR,BR-MS,Sonora,no,SWBW,,MS0509,,,,POINT (-53.730581 -17.235519999999994),https://www.openstreetmap.org/edit?editor=id#map=18/-17.235520/-53.730581
337286,BR-1219,small_airport,Fazenda Novo Horizonte Airport,-16.179265,-43.609414,1929.0,SA,BR,BR-MG,Capitão Enéas,no,SWHO,,MG0472,,,,POINT (-43.609414 -16.179265),https://www.openstreetmap.org/edit?editor=id#map=18/-16.179265/-43.609414
337297,BR-1224,small_airport,Aero Roça Airport,-16.53975,-47.83727,2792.0,SA,BR,BR-GO,Luziânia,no,SNHR,,GO0283,,,,POINT (-47.83726999999999 -16.53975),https://www.openstreetmap.org/edit?editor=id#map=18/-16.539750/-47.837270
511396,BR-1231,small_airport,Fazenda Lago Verde Airport,-13.127987,-50.826987,715.0,SA,BR,BR-MT,Cocalinho,no,SN34,,MT0914,,,,POINT (-50.826986999999995 -13.127987),https://www.openstreetmap.org/edit?editor=id#map=18/-13.127987/-50.826987
337401,BR-1233,small_airport,Fazenda Novo Horizonte IV Airport,-18.727203,-45.692819,3353.0,SA,BR,BR-MG,Biquinhas,no,,,,,,SITZ,POINT (-45.692819 -18.727203),https://www.openstreetmap.org/edit?editor=id#map=18/-18.727203/-45.692819
337406,BR-1236,small_airport,Fazenda Toledo Airport,-13.073688,-55.375859,1401.0,SA,BR,BR-MT,Sorriso,no,,,,,,SIZD,POINT (-55.37585899999999 -13.073687999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-13.073688/-55.375859
337462,BR-1244,small_airport,Monte das Oliveiras (Comandante Sérgio) Airport,-1.862148,-44.872664,125.0,SA,BR,BR-MA,Cururupu,no,SD8H,,MA0129,,,SISN,POINT (-44.872664 -1.8621480000000004),https://www.openstreetmap.org/edit?editor=id#map=18/-1.862148/-44.872664
337464,BR-1246,small_airport,Fazenda Santa Maria III Airport,-18.402084,-54.451901,1184.0,SA,BR,BR-MS,Coxim,no,SIXR,,MS0506,,,,POINT (-54.45190099999999 -18.402083999999995),https://www.openstreetmap.org/edit?editor=id#map=18/-18.402084/-54.451901
337466,BR-1247,small_airport,Fazenda Mangabas Airport,-19.227737,-50.31409,1335.0,SA,BR,BR-MG,Santa Vitória,no,SINM,,MG0452,,,,POINT (-50.31409 -19.227736999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-19.227737/-50.314090
337467,BR-1248,small_airport,Fazenda Primavera,-17.686776,-42.289206,3343.0,SA,BR,BR-MG,Setubinha,no,,,,,,SIRA,POINT (-42.289206 -17.686776000000002),https://www.openstreetmap.org/edit?editor=id#map=18/-17.686776/-42.289206
337492,BR-1251,small_airport,Fazenda Cachoeira Airport,-22.500245,-55.360849,1631.0,SA,BR,BR-MS,Ponta Porã,no,SJJC,,MS0420,,,,POINT (-55.360848999999995 -22.500245),https://www.openstreetmap.org/edit?editor=id#map=18/-22.500245/-55.360849
337567,BR-1254,small_airport,Fazenda São José Airstrip,-10.219135,-54.792466,942.0,SA,BR,BR-MT,Matupá,no,SJJI,,MT0480,,,,POINT (-54.792466 -10.219135),https://www.openstreetmap.org/edit?editor=id#map=18/-10.219135/-54.792466
337574,BR-1256,small_airport,Fazenda São João Airport,-10.328423,-54.580896,971.0,SA,BR,BR-MT,Matupá,no,SJJM,,MT0186,,,,POINT (-54.580895999999996 -10.328423),https://www.openstreetmap.org/edit?editor=id#map=18/-10.328423/-54.580896
337575,BR-1257,small_airport,Fazendas Apóstolo Simão Coffee Airport,-15.720262,-42.406305,2664.0,SA,BR,BR-MG,Rio Pardo de Minas,no,SJJQ,,MG0127,,,,POINT (-42.406305 -15.720262000000002),https://www.openstreetmap.org/edit?editor=id#map=18/-15.720262/-42.406305
337643,BR-1260,small_airport,Pista Aldeia Kedjêrêkrã,-7.812897,-52.151482,906.0,SA,BR,BR-PA,São Félix do Xingu,no,SJKE,,PA0072,,,,POINT (-52.151481999999994 -7.812897000000002),https://www.openstreetmap.org/edit?editor=id#map=18/-7.812897/-52.151482
337785,BR-1267,small_airport,Fazenda Promissão Airport,-11.791489,-54.443706,1194.0,SA,BR,BR-MT,União do Sul,no,SJPS,,MT0206,,,,POINT (-54.443706 -11.791488999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-11.791489/-54.443706
337790,BR-1268,small_airport,Quatro Ventos Airport,-18.973799,-48.105909,3030.0,SA,BR,BR-MG,Uberlândia,no,SJPT,,MG0129,,,,POINT (-48.10590899999999 -18.973798999999993),https://www.openstreetmap.org/edit?editor=id#map=18/-18.973799/-48.105909
337822,BR-1270,small_airport,Grupo Shimohira Airport,-11.449444,-46.4725,2733.0,SA,BR,BR-BA,Formosa do Rio Preto,no,SJQD,,BA0120,,,,POINT (-46.4725 -11.449444),https://www.openstreetmap.org/edit?editor=id#map=18/-11.449444/-46.472500
337827,BR-1272,small_airport,Fazenda Fortaleza Airport,-20.595859,-48.372775,1621.0,SA,BR,BR-SP,Jaborandi,no,SJQJ,,SP0213,,,,POINT (-48.37277499999999 -20.595858999999994),https://www.openstreetmap.org/edit?editor=id#map=18/-20.595859/-48.372775
337872,BR-1275,small_airport,Fazenda Santa Tereza Airport,-11.468114,-54.055199,1191.0,SA,BR,BR-MT,União do Sul,no,SJQS,,MT0453,,,,POINT (-54.055198999999995 -11.468114),https://www.openstreetmap.org/edit?editor=id#map=18/-11.468114/-54.055199
337873,BR-1276,small_airport,Fazenda Formosa Airstrip,-10.703416,-45.389524,2516.0,SA,BR,BR-BA,Formosa do Rio Preto,no,SJQU,,BA0121,,,,POINT (-45.389524 -10.703416),https://www.openstreetmap.org/edit?editor=id#map=18/-10.703416/-45.389524
337912,BR-1282,small_airport,Fazenda São Jorge Airport,-16.344585,-39.686948,725.0,SA,BR,BR-BA,Guaratinga,no,SJSJ,,BA0122,,,,POINT (-39.686947999999994 -16.344584999999995),https://www.openstreetmap.org/edit?editor=id#map=18/-16.344585/-39.686948
337977,BR-1291,small_airport,Fazenda Matão Airport,-20.921866,-57.447706,387.0,SA,BR,BR-MS,Porto Murtinho,no,SJTG,,MS0416,,,,POINT (-57.44770599999999 -20.921865999999994),https://www.openstreetmap.org/edit?editor=id#map=18/-20.921866/-57.447706
337980,BR-1293,small_airport,Fazenda Jatobá Airport,-14.187687,-57.518331,2044.0,SA,BR,BR-MT,Diamantino,no,,,MT0220,,,,POINT (-57.518331 -14.187687),https://www.openstreetmap.org/edit?editor=id#map=18/-14.187687/-57.518331
337983,BR-1295,small_airport,Fazenda Triunfo Airport,-9.175712,-63.677566,315.0,SA,BR,BR-RO,Candeias do Jamari,no,SJTN,,RO0019,,,,POINT (-63.677566 -9.175711999999997),https://www.openstreetmap.org/edit?editor=id#map=18/-9.175712/-63.677566
337984,BR-1296,small_airport,Tabuleiro III Airport,-13.175612,-45.699831,2635.0,SA,BR,BR-BA,São Desidério,no,SJTO,,BA0123,,,,POINT (-45.69983100000001 -13.175612),https://www.openstreetmap.org/edit?editor=id#map=18/-13.175612/-45.699831
337985,BR-1297,small_airport,Delazzeri Airport,-13.698255,-59.259863,2031.0,SA,BR,BR-MT,Campos de Júlio,no,SJTQ,,MT0222,,,,POINT (-59.259862999999996 -13.698254999999996),https://www.openstreetmap.org/edit?editor=id#map=18/-13.698255/-59.259863
338002,BR-1299,small_airport,Fazenda ABC Airport,-15.373881,-46.331303,1923.0,SA,BR,BR-MG,Buritis,no,SJUA,,MG0133,,,,POINT (-46.331303 -15.373881000000004),https://www.openstreetmap.org/edit?editor=id#map=18/-15.373881/-46.331303
338004,BR-1300,small_airport,Fazenda Santa Cruz Airport,-15.372045,-48.206596,2497.0,SA,BR,BR-GO,Padre Bernardo,no,SJUC,,GO0087,,,,POINT (-48.206596 -15.372044999999996),https://www.openstreetmap.org/edit?editor=id#map=18/-15.372045/-48.206596
338006,BR-1301,small_airport,Fazenda Uirapuru Airport,-6.856346,-48.439722,679.0,SA,BR,BR-TO,Araguanã,no,SJUI,,TO0033,,,,POINT (-48.439721999999996 -6.856345999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-6.856346/-48.439722
338009,BR-1304,small_airport,Fazenda Juscelândia,-15.294203,-51.284733,899.0,SA,BR,BR-GO,Jussara,no,SJUO,,GO0088,,,Juçara,POINT (-51.284733 -15.294202999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-15.294203/-51.284733
338290,BR-1306,small_airport,Fazenda Vitória Airport,-12.979457,-55.119951,1401.0,SA,BR,BR-MT,Nova Ubiratã,no,SJUV,,MT0228,,,,POINT (-55.119951 -12.979457000000002),https://www.openstreetmap.org/edit?editor=id#map=18/-12.979457/-55.119951
338403,BR-1309,small_airport,Fazenda Santo André IV Airport,-14.223221,-53.45986,1394.0,SA,BR,BR-MT,Paranatinga,no,SJVD,,MT0483,,,,POINT (-53.45986 -14.223221),https://www.openstreetmap.org/edit?editor=id#map=18/-14.223221/-53.459860
338428,BR-1310,small_airport,Fazenda Gameleira Airport,-14.708345,-59.887693,745.0,SA,BR,BR-MT,Vila Bela da Santíssima Trindade,no,SJVG,,MT0231,,,,POINT (-59.887693000000006 -14.708344999999996),https://www.openstreetmap.org/edit?editor=id#map=18/-14.708345/-59.887693
338432,BR-1312,small_airport,Fazenda Rio Verde Airport,-7.493227,-45.505412,1138.0,SA,BR,BR-MA,Loreto,no,SJVQ,,MA0032,,,,POINT (-45.50541199999999 -7.493226999999997),https://www.openstreetmap.org/edit?editor=id#map=18/-7.493227/-45.505412
338434,BR-1313,small_airport,Maicom Manica Airport,-16.644909,-47.107984,2018.0,SA,BR,BR-MG,Unaí,no,SJVU,,MG0135,,,,POINT (-47.107984 -16.644909),https://www.openstreetmap.org/edit?editor=id#map=18/-16.644909/-47.107984
338452,BR-1315,small_airport,Represa Fazenda Capão da Cruz Airport,-21.429813,-47.901572,1886.0,SA,BR,BR-SP,Guatapará,no,SJVZ,,SP0219,,,,POINT (-47.901572 -21.429813),https://www.openstreetmap.org/edit?editor=id#map=18/-21.429813/-47.901572
338477,BR-1319,small_airport,Joule Agropecuária Airport,-13.674462,-51.115522,738.0,SA,BR,BR-MT,Cocalinho,no,SJWO,,MT0233,,,,POINT (-51.11552199999999 -13.674462),https://www.openstreetmap.org/edit?editor=id#map=18/-13.674462/-51.115522
338480,BR-1320,small_airport,Fazenda Tucumã Airport,-13.632205,-45.798729,2792.0,SA,BR,BR-BA,Correntina,no,SJWT,,BA0126,,,,POINT (-45.798728999999994 -13.632204999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-13.632205/-45.798729
338628,BR-1323,small_airport,Fazenda Rancho Bonito Airport,-21.09687,-56.564797,1260.0,SA,BR,BR-MS,Bonito,no,SJXB,,MS0190,,,,POINT (-56.564797 -21.09687),https://www.openstreetmap.org/edit?editor=id#map=18/-21.096870/-56.564797
338667,BR-1326,small_airport,Grupo DH Airport,-14.295406,-45.553271,2736.0,SA,BR,BR-BA,Jaborandi,no,SJXO,,BA0337,,,Fazenda Vitória,POINT (-45.553271 -14.295406),https://www.openstreetmap.org/edit?editor=id#map=18/-14.295406/-45.553271
338674,BR-1332,small_airport,Fazenda Yvy-Pita Airport,-22.891867,-54.664601,1001.0,SA,BR,BR-MS,Juti,no,SJYC,,MS0194,,,,POINT (-54.66460099999999 -22.891867000000005),https://www.openstreetmap.org/edit?editor=id#map=18/-22.891867/-54.664601
339018,BR-1334,small_airport,Fazenda Cima Airport,-12.990556,-58.609167,1611.0,SA,BR,BR-MT,Sapezal,no,SJZN,,MT0238,,,,POINT (-58.60916699999999 -12.990556),https://www.openstreetmap.org/edit?editor=id#map=18/-12.990556/-58.609167
339019,BR-1335,small_airport,Zi Viol Airport,-20.971561,-54.070751,1650.0,SA,BR,BR-MS,Campo Grande,no,SJZO,,MS0199,,,,POINT (-54.070750999999994 -20.971560999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-20.971561/-54.070751
339021,BR-1337,small_airport,Fazenda Rodeio Airport,-12.128955,-63.008976,512.0,SA,BR,BR-RO,São Miguel do Guaporé,no,SJZR,,RO0049,,,,POINT (-63.008976 -12.128955),https://www.openstreetmap.org/edit?editor=id#map=18/-12.128955/-63.008976
339795,BR-1342,small_airport,Cialne Umirim Airport,-3.694658,-39.408527,285.0,SA,BR,BR-CE,Umirim,no,SNJC,,CE0023,,,,POINT (-39.40852699999999 -3.6946579999999996),https://www.openstreetmap.org/edit?editor=id#map=18/-3.694658/-39.408527
339796,BR-1343,small_airport,Fazenda Fresadora Airport,-5.045325,-44.046959,499.0,SA,BR,BR-MA,Gonçalves Dias,no,SNJE,,MA0105,,,,POINT (-44.046959 -5.045325),https://www.openstreetmap.org/edit?editor=id#map=18/-5.045325/-44.046959
339822,BR-1351,small_airport,Fazenda Quebraxo Airport,-21.083071,-57.656397,302.0,SA,BR,BR-MS,Porto Murtinho,no,SNKQ,,MS0213,,,,POINT (-57.656397000000005 -21.083071000000004),https://www.openstreetmap.org/edit?editor=id#map=18/-21.083071/-57.656397
340044,BR-1353,small_airport,Fazenda Marli Airport,-19.540318,-53.720237,1985.0,SA,BR,BR-MS,Camapuã,no,SJMA,,MS0176,,,,POINT (-53.72023699999999 -19.540318),https://www.openstreetmap.org/edit?editor=id#map=18/-19.540318/-53.720237
340051,BR-1355,small_airport,Fazenda Santa Clara Airport,-18.937671,-55.201856,499.0,SA,BR,BR-MS,Rio Verde de Mato Grosso,no,SJZM,,MS0198,,,,POINT (-55.20185599999999 -18.937671),https://www.openstreetmap.org/edit?editor=id#map=18/-18.937671/-55.201856
340055,BR-1358,small_airport,Fazenda Joá Airport,-22.561137,-54.963828,1585.0,SA,BR,BR-MS,Caarapó,no,SNEL,,MS0204,,,,POINT (-54.96382799999999 -22.561137),https://www.openstreetmap.org/edit?editor=id#map=18/-22.561137/-54.963828
340056,BR-1359,small_airport,Fazenda São Marcos Airport,-15.467652,-59.943735,722.0,SA,BR,BR-MT,Vila Bela da Santíssima Trindade,no,SNKZ,,MT0610,,,,POINT (-59.943735 -15.467651999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-15.467652/-59.943735
340220,BR-1360,small_airport,Fazenda Magdalena Airstrip,-9.203051,-65.708531,466.0,SA,BR,BR-AM,Lábrea,no,SNLB,,AM0038,,,,POINT (-65.708531 -9.203051),https://www.openstreetmap.org/edit?editor=id#map=18/-9.203051/-65.708531
340227,BR-1363,small_airport,Fazenda Campo Aliancinha Airstrip,-18.605663,-56.214548,397.0,SA,BR,BR-MS,Corumbá,no,SNLJ,,MS0216,,,,POINT (-56.21454799999999 -18.605662999999996),https://www.openstreetmap.org/edit?editor=id#map=18/-18.605663/-56.214548
340445,BR-1365,small_airport,Fazenda Santa Maria Airport,-19.418741,-56.666555,328.0,SA,BR,BR-MS,Corumbá,no,SNMB,,MS0217,,,,POINT (-56.666554999999995 -19.418740999999997),https://www.openstreetmap.org/edit?editor=id#map=18/-19.418741/-56.666555
340452,BR-1366,small_airport,Acácio Favacho Airport,1.560602,-50.770805,36.0,SA,BR,BR-AP,Pracuúba,no,SNMS,,AP0013,,,,POINT (-50.770805 1.560602),https://www.openstreetmap.org/edit?editor=id#map=18/1.560602/-50.770805
