airport,minName,minEle,minRunway,minICAO,minIATA,minWebsite,minOSM,LAT,LON
http://www.wikidata.org/entity/Q35312145,Tonnar Airport,,,,,,,-90.95344,33.02846
http://www.wikidata.org/entity/Q35312159,Tonu,,,,TON,,,155.6,-6.35
http://www.wikidata.org/entity/Q35312173,Too Goo Doo Farms Airport,15,,,,,368395653,-80.255555555,32.706666666
http://www.wikidata.org/entity/Q35312186,Tootle Airport,,,,,,,-82.044166666,32.031666666
http://www.wikidata.org/entity/Q35310847,The Peninsula Airport,1015,,,,,1042004716,-93.509444444,36.564925
http://www.wikidata.org/entity/Q35310860,The Trails Airport,,,,,,,-83.188888888,30.109166666
http://www.wikidata.org/entity/Q35310867,The Valley Airport,,,,,,,-92.539166666,36.313055555
http://www.wikidata.org/entity/Q35310880,The Wright Place Airport,,,,,,,-80.512222222,25.5175
http://www.wikidata.org/entity/Q35310893,Thedford,,,,,,,-100.56889,41.96194
http://www.wikidata.org/entity/Q35310906,Theodosia Hills Landing strip,,,,,,,-92.63822,36.56173
http://www.wikidata.org/entity/Q35310920,Thibodaux Municipal Airport,9,08/26,,,,,-90.831944444,29.747777777
http://www.wikidata.org/entity/Q35310934,Thielen Airport,,,,,,,-98.5684,38.85029
http://www.wikidata.org/entity/Q35310948,Thies Airport,,,,,,,-97.297,42.44167
http://www.wikidata.org/entity/Q35310974,Thomas Airport,670,,,,,1042047850,-70.5875,44.663333333
http://www.wikidata.org/entity/Q35310988,Thomas Airport,,,,,,,-94.126666666,38.948611111
http://www.wikidata.org/entity/Q35311002,Thomas Airport,1350,,,,,368386670,-96.480555555,40.092222222
http://www.wikidata.org/entity/Q35311016,Thomas Browne Airpark,145,,,,,,-75.143333333,39.691111111
http://www.wikidata.org/entity/Q35311030,Thomas County Airport,2925,,KTIF,,,1042045999,-100.570305555,41.962708333
http://www.wikidata.org/entity/Q35311088,Thomas Landing Airport,1110,,,,,1042005591,-96.9647,36.74092
http://www.wikidata.org/entity/Q35311099,Thomas Municipal Airport,1732,17/35,,,,,-98.731666666,35.735
http://www.wikidata.org/entity/Q35311110,Thomas Ranch Airport,811,,,,,368389977,-96.601111111,34.728699444
http://www.wikidata.org/entity/Q35311123,Thomaston,,,,,,,-84.26444,32.955
http://www.wikidata.org/entity/Q35311135,Thompson Farms Airport,100,,,,,7952826239,-77.659166666,36.024972222
http://www.wikidata.org/entity/Q35311151,Thompson Landing Strip,,,,,,,-89.04815,41.80753
http://www.wikidata.org/entity/Q35311165,Thompson Private Airport,1280,,,,,,-97.764444444,35.239166666
http://www.wikidata.org/entity/Q35311695,Tim Bullard Memorial Airport,32,,,,,1042047667,-91.976666666,30.416111111
http://www.wikidata.org/entity/Q35311708,Tim's Airport,,,,,,,-75.632777777,38.421388888
http://www.wikidata.org/entity/Q35311723,Timbalier Bay Camp Seaplane Base,,,,,,,-90.285833333,29.078611111
http://www.wikidata.org/entity/Q35311736,Timbalier Bay Seaplane Base,,,,,,,-90.305555555,29.070277777
http://www.wikidata.org/entity/Q35311750,Timber House Airport,726,,,,,368387293,-86.858055555,40.285277777
http://www.wikidata.org/entity/Q35311764,Timber Line Airpark,,,,,,,-93.802222222,36.655277777
http://www.wikidata.org/entity/Q35311778,Timbers Sky Camp Airport,,,,,,,-83.884722222,44.468055555
http://www.wikidata.org/entity/Q35311805,Tims Angus Farm Airport,,,,,,,-75.90466,44.20005
http://www.wikidata.org/entity/Q35311818,Tin Top Ranch Airport,1300,,,,,1042009677,-98.979166666,31.480833333
http://www.wikidata.org/entity/Q35311831,Tingwon,,,,TIG,,,149.8,-2.6
http://www.wikidata.org/entity/Q49745772,Crooked Creek Airport,,,,,,,-78.244166666,35.931944444
http://www.wikidata.org/entity/Q49745773,Crooked Fence Farm Airport,645,,,,,,-81.989444444,34.771111111
http://www.wikidata.org/entity/Q49745774,Crop Air Inc Airport,,,,,,,-104.651666666,40.510277777
http://www.wikidata.org/entity/Q49745775,Cross Airport,,,,,,,-81.458888888,40.776388888
http://www.wikidata.org/entity/Q49745776,Cross Lake Seaplane Base,,,,,,,-68.333888888,47.133888888
http://www.wikidata.org/entity/Q49745777,Cross Winds Airport,2150,,,,,369033514,-117.526111111,47.978888888
http://www.wikidata.org/entity/Q49745781,Crosswind Lake Airport,2125,,,,,369144379,-146.013055555,62.400941944
http://www.wikidata.org/entity/Q49745782,Crosswind Meadows Airport,1160,,,,,,-81.0575,40.811388888
http://www.wikidata.org/entity/Q49745783,Crosswinds Airport,,,,,,,-115.994444444,34.162222222
http://www.wikidata.org/entity/Q49745784,Crow Island Airport,,,,,,,-71.493888888,42.416944444
http://www.wikidata.org/entity/Q49745787,Crown Creek Ranch Airport,1740,,,,,8226921444,-117.944722222,48.860277777
http://www.wikidata.org/entity/Q35275334,Littlefork Municipal/Hanover Airport,1145,,,,,369004510,-93.579425,48.408277777
http://www.wikidata.org/entity/Q35275376,Live Oak Ranch Airport,387,,,,,1042088523,-96.446111111,30.185555555
http://www.wikidata.org/entity/Q35275386,Liverman Airport,,,,,,,-75.99963,35.50017
http://www.wikidata.org/entity/Q35275396,LM Ranch Airport,770,,,,,1042088581,-96.734166666,33.633333333
http://www.wikidata.org/entity/Q35275405,Locke Lake Airport,702,,,,,368383014,-71.233333333,43.386746666
http://www.wikidata.org/entity/Q35275408,Locker Brothers Airport,3802,,,,,369121840,-102.7225,34.269166666
http://www.wikidata.org/entity/Q35275413,Lockett Airport,1282,,,,,,-99.364722222,34.092222222
http://www.wikidata.org/entity/Q35275421,Lockhart Airport,1100,,,,,,-97.662777777,35.818138888
http://www.wikidata.org/entity/Q35275431,Lockhart Municipal Airport,531.6,18/36,,,,,-97.6725,29.850277777
http://www.wikidata.org/entity/Q35275440,Lockport Cambria Airport,,,,,,,-78.79809,43.1945
http://www.wikidata.org/entity/Q35275450,Lockyear Airport,525,,,,,,-87.6825,38.086111111
http://www.wikidata.org/entity/Q35275460,Loeppert CPL Aero,,,,,,,-89.225277777,42.453333333
http://www.wikidata.org/entity/Q35275470,Loerke-Fox Run Aerodrome,,,,,,,-93.60161,41.45555
http://www.wikidata.org/entity/Q35275480,Loes Highport Landing Strip,,,,,,,-96.70583,33.83094
http://www.wikidata.org/entity/Q35275491,Loesch Ranch Airport,2804,,,,,369120551,-100.468611111,36.3917
http://www.wikidata.org/entity/Q35275501,Log Cabin Airport,,,,,,,-97.617222222,32.805277777
http://www.wikidata.org/entity/Q35275533,Loghouse,184,,,,,369121312,-94.909376944,30.592700555
http://www.wikidata.org/entity/Q49745959,Donegal Springs Airpark,,,,,,,-76.575277777,40.089444444
http://www.wikidata.org/entity/Q49745961,Donlin Creek Airport,733,,PFCR,,,,-158.229722222,62.029444444
http://www.wikidata.org/entity/Q49745966,Dorlon Airpark,830,,,,,,-81.963055555,41.288333333
http://www.wikidata.org/entity/Q49745968,Dorsey Creek Ranch Airport,4017,,,,,1042002334,-108.163888888,44.41
http://www.wikidata.org/entity/Q49745969,Dorsey Ranch Airport,2350,,,,,,-101.745555555,45.320833333
http://www.wikidata.org/entity/Q49745970,Dos Palos Airport,,,,,,,-120.628611111,36.963055555
http://www.wikidata.org/entity/Q49745971,Double Creek Ranch Airport,,,,,,,-121.879444444,40.446111111
http://www.wikidata.org/entity/Q49745972,Double D Skyranch Airport,1140,,,,,1042013566,-76.0225,41.034166666
http://www.wikidata.org/entity/Q49745973,Double L Ranch Airport,5732,,,,,7851698856,-111.032777777,43.08
http://www.wikidata.org/entity/Q49745975,Double S Farms Airport,898,,,,,,-82.332222222,41.205277777
http://www.wikidata.org/entity/Q49745976,Double Tree Farm Airport,,,,,,,-121.361388888,39.3
http://www.wikidata.org/entity/Q49745977,Double V Ranch Airport,4114,,,,,1042049899,-104.426388888,34.112777777
http://www.wikidata.org/entity/Q49745978,Dougherty Airport,807,,,,,,-82.866944444,41.244166666
http://www.wikidata.org/entity/Q49745981,Downes Airport,1590,,,,,1042055395,-78.959444444,40.627222222
http://www.wikidata.org/entity/Q49745986,Doyle Estates Airport,50,,,,,369144663,-151.26,60.502777777
http://www.wikidata.org/entity/Q49745988,Draco Airport,625,,,,,,-76.536111111,39.752777777
http://www.wikidata.org/entity/Q49745989,Drake Airport,655,,,,,,-83.588333333,41.453611111
http://www.wikidata.org/entity/Q49745990,Drake Farm Airport,1659,,,,,1042004270,-98.7975,43.765555555
http://www.wikidata.org/entity/Q35285005,Nuku Airport,,,,UKU,,,142.483,-3.667
http://www.wikidata.org/entity/Q35285016,Number One Fire Station Airport,,,,,,,-86.8125,33.519444444
http://www.wikidata.org/entity/Q35285027,Nunez Airport,,,,,,,-92.83348,29.73911
http://www.wikidata.org/entity/Q35285038,Nushki Airport,,,,,,,66.0233,29.539
http://www.wikidata.org/entity/Q35285048,Nuttall Airport,,,,,,,-95.19578,32.2246
http://www.wikidata.org/entity/Q35285059,Nutuve,,,,NUT,,,151.383,-5.63333
http://www.wikidata.org/entity/Q35285092,O and N Airport,,,,,,,-102.99241,42.8372
http://www.wikidata.org/entity/Q35285103,O John Clark RLA Airport,,,,,,,-87.99174,42.36836
http://www.wikidata.org/entity/Q35285114,O K Flying Club Inc Airport,,,,,,,-89.311666666,39.190833333
http://www.wikidata.org/entity/Q35285124,O S Wyatt Airport,536,,,,,,-98.604444444,27.421666666
http://www.wikidata.org/entity/Q35285135,O'Brien Airpark East/West,,,,,,,-82.991666666,30.046388888
http://www.wikidata.org/entity/Q35285146,O'Brien Flying Service Airport,26,,,,,369016112,-93.0,30.224373888
http://www.wikidata.org/entity/Q35285156,O'Brien Landing Strip,,,,,,,-92.83325,41.04167
http://www.wikidata.org/entity/Q35285167,O'Connor Landing Strip,,,,,,,-94.44523,39.53472
http://www.wikidata.org/entity/Q35285178,O'Riley Airport,,,,,,,-74.730277777,42.976111111
http://www.wikidata.org/entity/Q35285189,Oak Glen Ranch Airport,430,,,,,1042009780,-95.608055555,33.381111111
http://www.wikidata.org/entity/Q35285199,Oak Harbor Seaplane Base,,,,,,,-81.6875,28.129166666
http://www.wikidata.org/entity/Q35285210,Oak Knoll Airport,,,,,,,-70.36561,43.59203
http://www.wikidata.org/entity/Q35285222,Oak Knoll Farm Airport,,,,,,,-88.18064,42.29391
http://www.wikidata.org/entity/Q35285232,Oak Lake Air Strip Airport,1204,,,,,369004317,-95.946111111,47.6585725
http://www.wikidata.org/entity/Q49745355,Bucks Airport,1220,,,,,,-81.234444444,41.448333333
http://www.wikidata.org/entity/Q49745356,Bucky's Airpark,1145,,,,,1042092907,-89.508055555,44.163888888
http://www.wikidata.org/entity/Q49745361,Buds Landing Airport,850,,,,,368888089,-88.189546666,45.115814722
http://www.wikidata.org/entity/Q49745362,Buehler Airport,728,,,,,,-84.6175,41.1233825
http://www.wikidata.org/entity/Q49745363,Buena Airport,830,,,,,369033352,-120.340555555,46.443888888
http://www.wikidata.org/entity/Q49745365,Buena Vista Farm Airport,855,,,,,1042050570,-84.071944444,39.333055555
http://www.wikidata.org/entity/Q49745367,Bugs Airport,430,,,,,1042053831,-75.304166666,40.714264166
http://www.wikidata.org/entity/Q49745368,Buhl Municipal Airport,3662.7,09/27,,,,,-114.800638888,42.597388888
http://www.wikidata.org/entity/Q49745369,Bull Farm Airport,18,,,,,,-75.956874444,37.154586111
http://www.wikidata.org/entity/Q49745373,Bulljump Airport,60,,,,,368985602,-70.758333333,41.807325277
http://www.wikidata.org/entity/Q49745375,Bullwhacker Airport,3100,,,,,8076193469,-109.1,47.847777777
http://www.wikidata.org/entity/Q49745376,Bunch Grass Intergalactic Airport,,,,,,,-108.678333333,44.690833333
http://www.wikidata.org/entity/Q49745381,Burkes Garden Airport,3060,,,,,,-81.745166666,37.515555555
http://www.wikidata.org/entity/Q49745382,Burnett Landing,800,,,,,1042092908,-122.055277777,47.128055555
http://www.wikidata.org/entity/Q49745384,Burnt Chimney Airport,1034,,,,,,-79.827255,37.075418333
http://www.wikidata.org/entity/Q35275555,Logsdon Ranch Airport,1475,,,,,368390038,-98.636666666,36.530588888
http://www.wikidata.org/entity/Q35275567,Lola Landing Airport,870,,,,,368996789,-83.974722222,33.73
http://www.wikidata.org/entity/Q35275579,Lollars Creek Farm Airport,,,,,,,-93.84303,35.93651
http://www.wikidata.org/entity/Q35275589,Loma De Cometa Airport,615,,,,,1042014219,-100.020833333,28.67
http://www.wikidata.org/entity/Q35275599,Lometa Air Strip,1400,,,,,369121642,-98.466981944,31.233500277
http://www.wikidata.org/entity/Q35275610,Lone Hickory Airport,1015,,,,,1042017797,-80.6901,36.060514444
http://www.wikidata.org/entity/Q35275620,Lone Star Flying Service Airport,2220,,,,,1042093025,-99.247533333,30.355016666
http://www.wikidata.org/entity/Q35275631,Lonesome Pines Airport,,,,,,,-86.68412,30.80102
http://www.wikidata.org/entity/Q35275640,Lonesome Sky Airport,,,,,,,-95.388333333,40.154444444
http://www.wikidata.org/entity/Q35275651,Long Acre Farms Airport,,,,,,,-77.315,43.113055555
http://www.wikidata.org/entity/Q35275663,Long Island Airport,864,,,,,599050920,-80.970555555,35.660967777
http://www.wikidata.org/entity/Q35275700,Long Land Farm Landing Strip,,,,,,,-82.52185,42.67003
http://www.wikidata.org/entity/Q35275710,Long Meadow Airstrip,750,,,,,1042088881,-86.491388888,35.666111111
http://www.wikidata.org/entity/Q35275731,Long RLA Airport,,,,,,,-90.48763,40.66421
http://www.wikidata.org/entity/Q35275742,Long View Landing,,,,,,,-73.28289,41.66756
http://www.wikidata.org/entity/Q35275751,Longbird Airport,150,,,,,369122702,-96.114722222,29.748333333
http://www.wikidata.org/entity/Q35275771,Longhorn Auxiliary Landing Strip,720,,,,,,-97.666963888,31.371000277
http://www.wikidata.org/entity/Q35275782,Longs Airport North,650,,,,,368390545,-95.306666666,36.335
http://www.wikidata.org/entity/Q35275793,Longs Farm Airport,,,,,,,-98.46585,29.09941
http://www.wikidata.org/entity/Q35275815,Longview Airport,,,,,,,-88.67007,41.38781
http://www.wikidata.org/entity/Q49745821,Cyr Aviation Airport,,,,,,,-114.605833333,33.595277777
http://www.wikidata.org/entity/Q49745822,D and B Airpark,55,,,,,8226921142,-123.385277777,46.969166666
http://www.wikidata.org/entity/Q49745823,D Bar D Airport,,,,,,,-104.572777777,39.280555555
http://www.wikidata.org/entity/Q49745829,D. A. Chandler Airport,,,,,,,-82.460555555,41.1325
http://www.wikidata.org/entity/Q49745831,Dahl Private Airport,1285,,,,,368383819,-97.735555555,45.959166666
http://www.wikidata.org/entity/Q49745832,Dahler Homestead Airport,300,,,,,,-150.939444444,60.5025
http://www.wikidata.org/entity/Q49745833,Dahlgren Naval Surface Warfare Center Airport,18,,KNDY,DGN,,7990465710,-77.037011111,38.332877777
http://www.wikidata.org/entity/Q49745835,Dakota Airport,,,,,,,-97.038333333,47.237777777
http://www.wikidata.org/entity/Q49745836,Dalonia Airport,850,,,,,,-88.700833333,44.316388888
http://www.wikidata.org/entity/Q49745837,Dalrymple's Airport,450,,,,,,-147.429444444,64.834444444
http://www.wikidata.org/entity/Q49745838,Dan France Airport,260,,,,,,-150.93,60.4775
http://www.wikidata.org/entity/Q49745839,Danby Airstrip,,,,,,,-115.3525,34.556388888
http://www.wikidata.org/entity/Q49745840,Dane Airport,1035,,,,,5101742891,-89.468888888,43.222222222
http://www.wikidata.org/entity/Q49745843,Dangel Airport,1284,,,,,,-97.063055555,43.330277777
http://www.wikidata.org/entity/Q49745845,Darby Airport,972,,,,,,-83.39,40.140337777
http://www.wikidata.org/entity/Q49745846,Darcy's Air Strip,2430,,,,,8229119871,-118.168055555,46.027777777
http://www.wikidata.org/entity/Q49745848,Darrington Municipal Airport,553,10/28,,,,,-121.610202777,48.258611111
http://www.wikidata.org/entity/Q49745849,Daulton Airport,,,,,,,-119.985,37.119722222
http://www.wikidata.org/entity/Q49745850,Dave Rice Airport,,,,,,,-84.243888888,40.701388888
http://www.wikidata.org/entity/Q49745851,Dave's Airport,,,,,,,-105.124166666,40.035
http://www.wikidata.org/entity/Q49745323,Broken Prop Airport,,,,,,,-88.988611111,43.985
http://www.wikidata.org/entity/Q49745324,Brokenstraw Airport,1230,09/27,,,,,-79.360669444,41.832941666
http://www.wikidata.org/entity/Q49745325,Brook Hill Farm Airport,,,,,,,-79.178055555,37.928611111
http://www.wikidata.org/entity/Q49745326,Brookside Farms Airport,489,,,,,368989405,-76.685,40.315555555
http://www.wikidata.org/entity/Q49745327,Brothers Aviation,,,,,,,-81.466388888,40.033611111
http://www.wikidata.org/entity/Q49745331,Brown's Cape Horn Airport,920,,,,,1042012117,-122.1975,45.607222222
http://www.wikidata.org/entity/Q49745332,Brown's Homestead Airport,140,,,,,,-149.986111111,61.472777777
http://www.wikidata.org/entity/Q49745338,Bruch Ranch Airport,3070,,,,,7806507798,-103.403333333,44.445555555
http://www.wikidata.org/entity/Q49745339,Brush Municipal Airport,4280,07/25,,,,,-103.575638888,40.264361111
http://www.wikidata.org/entity/Q49745340,Brush Prairie Aerodrome,290,,,,,,-122.544444444,45.723888888
http://www.wikidata.org/entity/Q49745343,Bryce Woodland Estates Landing Strip,,,,,,,-112.424444444,37.535277777
http://www.wikidata.org/entity/Q49745344,Bryn Airport,1431,,,,,368383831,-98.165,47.188333333
http://www.wikidata.org/entity/Q49745345,Buchholz Farm Airport,955,,,,,368887538,-87.988333333,44.287777777
http://www.wikidata.org/entity/Q49745346,Buchmiller Airport,1850,,,,,368383804,-99.6225,47.359718888
http://www.wikidata.org/entity/Q49745347,Buck Creek Airport,560,,,,,369143878,-167.486944444,65.637777777
http://www.wikidata.org/entity/Q49745348,Buck Hollar Airport,450,,,,,,-79.356666666,36.621111111
http://www.wikidata.org/entity/Q49745350,Buckhorn Ranch Airport,,,,,,,-106.93,38.852777777
http://www.wikidata.org/entity/Q35311180,Thompson Ranch Airport,,,,,,,-96.32693,32.52375
http://www.wikidata.org/entity/Q35311194,Thompson's Goinbroke Aero Ranch,,,,,,1042019125,-82.14362,29.38608
http://www.wikidata.org/entity/Q35311208,Thompsonville Airport,793,09/27,,,,,-85.9675,44.52
http://www.wikidata.org/entity/Q35311222,Thomsen Airport,,,,,,,-96.661388888,40.0575
http://www.wikidata.org/entity/Q35311236,Thomson-McDuffie County Airport,500,10/28,KHQU,,,,-82.518611111,33.528333333
http://www.wikidata.org/entity/Q35311249,Thorn Airport,780,,,,,,-86.163888888,43.930277777
http://www.wikidata.org/entity/Q35311263,Thorny Woods Airport,540,,,,,1042093022,-96.264166666,32.958702777
http://www.wikidata.org/entity/Q35311277,Thorp Airport,,,,,,,-88.924722222,40.216111111
http://www.wikidata.org/entity/Q35311291,Thorp Airport,2900,,,,,,-101.935833333,32.576388888
http://www.wikidata.org/entity/Q35311319,Thrall Lake Airport,,,,,,,-85.510555555,42.118055555
http://www.wikidata.org/entity/Q35311332,Three Acres Airport,775,,,,,1042017886,-97.002222222,33.643333333
http://www.wikidata.org/entity/Q35311347,Three J Airport,510,,,,,,-77.121388888,39.568055555
http://www.wikidata.org/entity/Q35311361,Three Rivers Municipal Dr Haines Airport,822.8,05/23,KHAI,,,,-85.59031,41.95704
http://www.wikidata.org/entity/Q35311375,Threshing Bee Airport,1150,,,,,368389060,-95.215555555,39.191666666
http://www.wikidata.org/entity/Q35311389,Thrifts Airport,,,,,,369138632,-82.131388888,30.341666666
http://www.wikidata.org/entity/Q35311402,Thrifty Acres Airport,,,,,,,-89.228055555,42.144722222
http://www.wikidata.org/entity/Q35311415,Throckmorton Municipal Airport,1273,,,,,369122489,-99.151944444,33.178611111
http://www.wikidata.org/entity/Q35311431,Thrust Industries Airport,,,,,,,-87.576388888,38.209722222
http://www.wikidata.org/entity/Q35311445,Thudwhomp Airport,,,,,,,-90.9907,41.40031
http://www.wikidata.org/entity/Q35311459,Thunder Creek Airport,1500,,,,,,-99.482222222,29.635
http://www.wikidata.org/entity/Q35311473,Thunder Ridge Ranch Airport,,,,,,,-92.640833333,36.365833333
http://www.wikidata.org/entity/Q49745920,Devils Garden Airport,,,,,,,-120.66496,41.52211
http://www.wikidata.org/entity/Q49745922,Di Giorgio Ranch Landing Strip,,,,,,,-118.833333333,35.256944444
http://www.wikidata.org/entity/Q49745923,Diamond A Ranch Airport,,,,,,,-105.174166666,33.337222222
http://www.wikidata.org/entity/Q49745924,Diamond M Ranch Airport,,,,,,,-122.603611111,39.570555555
http://www.wikidata.org/entity/Q49745927,Diamond Star Ranch Airport,,,,,,,-104.785,37.870555555
http://www.wikidata.org/entity/Q49745928,Dick Dale Skyranch,,,,,,,-116.000277777,34.208055555
http://www.wikidata.org/entity/Q49745931,Diebleys Airport,823,,,,,,-83.436388888,41.084722222
http://www.wikidata.org/entity/Q49745936,Digger Dougs Airport,800,,,,,1042012185,-88.145833333,42.5975
http://www.wikidata.org/entity/Q49745937,Dillen Personal Airport,1028,,,,,,-80.183055555,41.983388611
http://www.wikidata.org/entity/Q49745938,Dillenburg's Airport,915,,,,,368888701,-88.728158333,44.753590555
http://www.wikidata.org/entity/Q49745939,Dilse Private Airstrip,2878,,,,,1042049595,-103.172777777,46.303333333
http://www.wikidata.org/entity/Q49745940,Dilts Ranch Airport,,,,,,,-105.554722222,43.394166666
http://www.wikidata.org/entity/Q49745941,Dinnerbell Airport,1120,,,,,368886331,-88.288333333,43.708333333
http://www.wikidata.org/entity/Q49745944,Dittmer Airport,,,,,,,-97.265,46.825
http://www.wikidata.org/entity/Q49745946,Dixie Valley Airport,,,,,,,-117.8275,39.959722222
http://www.wikidata.org/entity/Q49745949,Dixon Airport,6548.6,06/24,KDWX,,,,-107.492527777,41.037444444
http://www.wikidata.org/entity/Q49745950,Doctors Mesa Airport,,,,,,,-108.014166666,38.8525
http://www.wikidata.org/entity/Q49745952,Dog Fish Bay Airport,10,,,,,,-151.876944444,59.240999166
http://www.wikidata.org/entity/Q49745953,Dogwood Airpark,180,,,,,,-77.4525,38.358888888
http://www.wikidata.org/entity/Q49745954,Dolata Airport,615,,,,,368888541,-88.020936666,44.889156388
http://www.wikidata.org/entity/Q49745957,Don's Place Airpark,,,,,,,-75.916111111,40.514166666
http://www.wikidata.org/entity/Q49745958,Dona Ana County Airport at Santa Teresa,4112.8,10/28,KDNA,,,,-106.70325,31.880444444
http://www.wikidata.org/entity/Q49745612,Circle L Ranch Airport,4835,,,,,,-118.08,37.721944444
http://www.wikidata.org/entity/Q49745614,Circle P Farm Airport,30,,,,,1042015769,-76.909444444,34.748333333
http://www.wikidata.org/entity/Q49745615,Circle T Airport,895,,,,,1042092963,-92.689444444,45.683888888
http://www.wikidata.org/entity/Q49745616,Circle Town County Airport,2441.4,12/30,,,,,-105.560888888,47.418333333
http://www.wikidata.org/entity/Q49745619,City of Las Animas - Bent County Airport,3915,08/26,,,,,-103.238472222,38.054027777
http://www.wikidata.org/entity/Q49745621,Cizek North Airport,300,,,,,1042014590,-149.682222222,61.633461111
http://www.wikidata.org/entity/Q49745623,Clam Harbor Airport,220,,,,,1042092621,-122.947222222,48.622222222
http://www.wikidata.org/entity/Q49745627,Clark Ranch Airport,,,,,,,-121.310555555,36.365
http://www.wikidata.org/entity/Q49745629,Clavel Ranch Airport,,,,,,,-103.885,36.045833333
http://www.wikidata.org/entity/Q49745630,Clay's RV Airport,1035,,,,,368964681,-81.601388888,40.855555555
http://www.wikidata.org/entity/Q49745631,Cle Elum Municipal Airport,1944.7,07/25,,,,,-120.884027777,47.19425
http://www.wikidata.org/entity/Q49745632,Clear Creek Airport,660,,,,,369144412,-147.573055555,64.456666666
http://www.wikidata.org/entity/Q49745634,Clear Lake Municipal Airport,1801,13/31,,,,,-96.688113888,44.771352777
http://www.wikidata.org/entity/Q49745635,Clearwater Aero Estates Airport,944,,,,,,-89.652777777,43.756111111
http://www.wikidata.org/entity/Q49745636,Clearwater Airport,,,,,,,-147.186513,63.027252
http://www.wikidata.org/entity/Q49745639,Clinesmith Ranch Airport,1600,,,,,369033358,-118.092222222,46.92
http://www.wikidata.org/entity/Q49745640,Clinton-Hickman County Airport,360,,,,,368383501,-88.998611111,36.636111111
http://www.wikidata.org/entity/Q49746082,Ekalaka Airport,3503,13/31,,,,,-104.5375,45.876388888
http://www.wikidata.org/entity/Q49746084,Ekuk Airport,30,,,,,369144316,-158.561111111,58.811666666
http://www.wikidata.org/entity/Q49746088,El Paso Natural Gas Company Airport,,,,,,,-104.55108,33.70648
http://www.wikidata.org/entity/Q49746089,El Peco Ranch Airport,,,,,,,-120.174722222,36.902222222
http://www.wikidata.org/entity/Q49746090,El Rancho Airport,4130,,,,,1042006972,-118.650833333,42.333333333
http://www.wikidata.org/entity/Q49746093,El Vado State Park Airport,,,,,,,-106.71726,36.63335
http://www.wikidata.org/entity/Q49746094,Elbel Airport,,,,,,,-83.985277777,38.893611111
http://www.wikidata.org/entity/Q49746095,Elephant Path Airport,370,,,,,7267052023,-75.231388888,40.408888888
http://www.wikidata.org/entity/Q49746096,Elert Airport,972,,,,,368886502,-89.3225,43.264166666
http://www.wikidata.org/entity/Q49746097,Elgin Municipal Airport,2355,,,,,368383856,-101.8425,46.381111111
http://www.wikidata.org/entity/Q49746098,Eliza Island Airport,8,,,,,369033362,-122.585922222,48.652944444
http://www.wikidata.org/entity/Q49746101,Elk Meadows Ranch Airport,4066,,,,,,-111.498888888,46.535833333
http://www.wikidata.org/entity/Q49746102,Elk Park Ranch Airport,,,,,,,-105.449722222,40.261111111
http://www.wikidata.org/entity/Q49746107,Ellendale Municipal Airport,1456.6,13/31,,,,,-98.515694444,46.016333333
http://www.wikidata.org/entity/Q49746110,Elliotts Landing,1045,,,,,,-83.511666666,40.524722222
http://www.wikidata.org/entity/Q49746113,Elma Municipal Airport,35,07/25,,,,,-123.429655555,46.990538888
http://www.wikidata.org/entity/Q49746115,Elroy Municipal Airport,944,,,,,368886840,-90.257628333,43.706361388
http://www.wikidata.org/entity/Q49746117,Elyria Airport,757.8,09/27,,,,,-82.10025,41.331527777
http://www.wikidata.org/entity/Q35274205,Lee's Airport,31,,,,,1042002932,-76.665277777,36.196111111
http://www.wikidata.org/entity/Q35274227,Leefers Landing Strip,,,,,,,-89.84788,39.31255
http://www.wikidata.org/entity/Q35274239,Leesburg Spraying Airport,260,,,,,368997510,-84.125555555,31.768730555
http://www.wikidata.org/entity/Q35274250,Leesville Airport,281,18/36,,,,,-93.34335,31.16788
http://www.wikidata.org/entity/Q35274261,Leeward Air Ranch Airport,,,,,,,-82.032222222,29.090555555
http://www.wikidata.org/entity/Q35274272,Leffler Airport,,,,,,,-81.119166666,28.963055555
http://www.wikidata.org/entity/Q35274283,Leflore Landing Strip,,,,,,,-90.20814,33.39151
http://www.wikidata.org/entity/Q35274289,Leger Airport,,,,,,,-97.0425,32.358611111
http://www.wikidata.org/entity/Q35284221,Ningerum Airport,,,,NGR,,,141.12685,-5.6733
http://www.wikidata.org/entity/Q35284252,Nix River Ranch Strip,1820,,,,,,-101.243055555,29.959722222
http://www.wikidata.org/entity/Q35284259,Noah's Ark Airport,755,,,,,368934377,-94.804166666,39.2305575
http://www.wikidata.org/entity/Q35284280,Nobuzzn Airport,650,,,,,1042018593,-86.91,36.486111111
http://www.wikidata.org/entity/Q35284291,Nocarva Airport,275,,,,,,-78.058055555,36.539166666
http://www.wikidata.org/entity/Q35284301,Noelke Ranch Airport,,,,,,,-101.00066,31.16683
http://www.wikidata.org/entity/Q35284320,Nolan Airport,,,,,,,-90.64678,35.77619
http://www.wikidata.org/entity/Q35284331,Noland RLA Airport,602,,,,,369052054,-89.1475,39.739166666
http://www.wikidata.org/entity/Q35284342,Nolands Point Seaplane Base,,,,,,,-92.750277777,36.515555555
http://www.wikidata.org/entity/Q35284382,Noles Landing Strip,,,,,,,-89.9962,34.294
